name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating,entertainment,food
Shared home with backyard & patio on Main Street,https://www.airbnb.com/rooms/602154066182833086,,49.23459,-123.10079,118.0,Private room,4.92,0,0
"BRAND NEW 1.5 BDR & 1 BATH CONDO, QUIET & CLEAN",https://www.airbnb.com/rooms/602381958740489477,,49.18849,-123.12829,136.0,Entire home/apt,4.55,0,0
Good room besides UBC,https://www.airbnb.com/rooms/602418297824289952,,49.24506,-123.19574,96.0,Private room,4.81,0,0
Family friendly vacation  home with park view,https://www.airbnb.com/rooms/602505352466485386,"Vancouver, British Columbia, Canada",49.25623,-123.02943,189.0,Entire home/apt,4.67,0,0
1 brm condo with parking in heart of downtown-304,https://www.airbnb.com/rooms/602795674765067696,"Vancouver, British Columbia, Canada",49.2799,-123.12974,150.0,Entire home/apt,5.0,21,405898
"Executive Home - 4 bedrooms, 6 bath",https://www.airbnb.com/rooms/602838634324432170,"Vancouver, British Columbia, Canada",49.26090947008727,-123.20080886966012,499.0,Entire home/apt,5.0,0,0
The Sunset Suite - 1 bedroom,https://www.airbnb.com/rooms/602913401013531737,"Vancouver, British Columbia, Canada",49.22626,-123.08721,166.0,Entire home/apt,4.87,0,0
Downtown Modern-Industrial Condo 2bd/2bth+ Parking,https://www.airbnb.com/rooms/602934586251880758,"Vancouver, British Columbia, Canada",49.2787,-123.10715,257.0,Entire home/apt,5.0,4,98497
Lovely 1 bedroom apartment in downtown Vancouver.,https://www.airbnb.com/rooms/602991122404680631,"Vancouver, British Columbia, Canada",49.2771,-123.12643,150.0,Entire home/apt,4.8,67,1072763
Langara/UBC/Snug room/hf Bsm/Shr Bath/HeatAC/BUS-F,https://www.airbnb.com/rooms/603081552520293789,"Vancouver, British Columbia, Canada",49.22404,-123.14742,54.0,Private room,5.0,0,0
2 bedroom/KING beds/2 full bath/parking/Penthouse,https://www.airbnb.com/rooms/603121321621133979,"Vancouver, British Columbia, Canada",49.26931,-123.10238,312.0,Entire home/apt,4.91,0,0
Monthly | 1 Bd + Den in Downtown Vancouver,https://www.airbnb.com/rooms/603133463630310615,"Vancouver, British Columbia, Canada",49.27579,-123.12648,208.0,Entire home/apt,5.0,33,638160
Airy 3BR Main Floor (pets allowed),https://www.airbnb.com/rooms/603544416657092376,,49.26954,-123.051,138.0,Entire home/apt,5.0,0,0
"New! 1 BR, Perfect Location & AC Newly Renovated!",https://www.airbnb.com/rooms/603626814689298469,,49.28234867152707,-123.124269381639,200.0,Entire home/apt,,83,579571
Lovely Bachlor Suite in a great building,https://www.airbnb.com/rooms/603818499899628527,,49.27706,-123.12069,148.0,Entire home/apt,,111,1562702
Beautiful spacious home 7 blocks from the beach,https://www.airbnb.com/rooms/603851403352125497,,49.265835,-123.183006,693.0,Entire home/apt,5.0,0,0
2BD DOWNTOWN VANCOUVER CONDO **FREE PARKING**,https://www.airbnb.com/rooms/603883328121098333,"Vancouver, British Columbia, Canada",49.28059,-123.09934,300.0,Entire home/apt,4.73,0,3695
Brand New Stylish Condo with Free Parking,https://www.airbnb.com/rooms/603901902231306865,"Vancouver, British Columbia, Canada",49.20415,-123.02922,159.0,Entire home/apt,5.0,0,0
kelly Holiday Home,https://www.airbnb.com/rooms/604186519001022212,,49.19365,-123.11456,199.0,Entire home/apt,4.88,0,0
Vancouver comfortable home,https://www.airbnb.com/rooms/604208865797860864,"Richmond, British Columbia, Canada",49.19319,-123.11273,163.0,Entire home/apt,4.94,0,0
Brand New 1 Bed in Downtown,https://www.airbnb.com/rooms/604355414873383346,,49.27971,-123.10693,213.0,Entire home/apt,4.14,4,402541
183 Gorgeous 2 Bedroom with spectacular Views,https://www.airbnb.com/rooms/604421305038384850,,49.28369,-123.10652,138.0,Entire home/apt,,0,689060
LUXURY&MODERN 2BR Condo with Patio-Central&Oasis,https://www.airbnb.com/rooms/604999107021567411,,49.25507,-123.1211,346.0,Entire home/apt,5.0,0,0
🌴 Mountains&Tropic Vibes 🌴-parking & outdoor patio,https://www.airbnb.com/rooms/605160287994469707,,49.27617,-123.12464,229.0,Entire home/apt,4.95,62,1173656
Hip Modern Gastown Condo In the Heart of Downtown!,https://www.airbnb.com/rooms/605174660366027347,"Vancouver, British Columbia, Canada",49.28086,-123.10892,216.0,Entire home/apt,5.0,4,872072
Private bedroom (#7)  in shared Garden Suite,https://www.airbnb.com/rooms/605214495190856038,"Vancouver, British Columbia, Canada",49.2339,-123.06805,65.0,Private room,4.75,0,0
$299/night Bright Central duplex Commercial Drive,https://www.airbnb.com/rooms/605292428778612741,,49.27753,-123.06158,282.0,Entire home/apt,5.0,0,0
Amazing penthouse in the heart of Yaletown,https://www.airbnb.com/rooms/605307060473340559,,49.27303,-123.12464,115.0,Entire home/apt,5.0,0,100866
Beautiful Downtown Vancouver Studio w/Parking,https://www.airbnb.com/rooms/605332606169282410,"Vancouver, British Columbia, Canada",49.280102,-123.126518,280.0,Entire home/apt,5.0,200,705295
19-3 Private room 20 min to downtown by bus,https://www.airbnb.com/rooms/605625281207889830,,49.25449,-123.09163,111.0,Private room,4.8,0,0
Cheerful two bedroom with a room size den &patio,https://www.airbnb.com/rooms/605751928433256434,"Burnaby, British Columbia, Canada",49.27568,-123.0108,160.0,Entire home/apt,4.93,0,0
Beautiful 3br/2bath in heart of DT Vancouver,https://www.airbnb.com/rooms/605937600227356932,,49.28741,-123.12534,299.0,Entire home/apt,,0,256344
"Bright 3-bed family home, steps from Commercial Dr",https://www.airbnb.com/rooms/606368977838604618,"Vancouver, British Columbia, Canada",49.26759,-123.07198,125.0,Entire home/apt,,0,0
Bright+Modern⬩8min→DT⬩Beautiful Views,https://www.airbnb.com/rooms/606454117619359125,,49.28228196553161,-123.08244187801824,260.0,Entire home/apt,5.0,0,0
High end 4 Bedroom in heart of Kitsilano,https://www.airbnb.com/rooms/607174721542572502,,49.258068,-123.154488,750.0,Entire home/apt,5.0,0,0
Adorable 3-bedroom Home with free parking space,https://www.airbnb.com/rooms/607203915811682879,"Vancouver, British Columbia, Canada",49.28700754883042,-123.04641820611472,148.0,Entire home/apt,4.93,0,0
2Bed Oasis with Large Private Patio + Parking + AC,https://www.airbnb.com/rooms/607227841725623920,,49.27912,-123.10855,448.0,Entire home/apt,4.89,4,164038
Queen Elizabeth Home,https://www.airbnb.com/rooms/607366192358594013,,49.23594,-123.1093,100.0,Private room,4.55,0,0
Vancouver westside lovely 3 bedrooms new condo,https://www.airbnb.com/rooms/607375248551086733,,49.22125,-123.14227,188.0,Entire home/apt,5.0,0,0
The Yaletown 4 Bedroom Sub-Penthouse,https://www.airbnb.com/rooms/607942499110430386,"Vancouver, British Columbia, Canada",49.27428311227323,-123.11908312285556,797.0,Entire home/apt,5.0,0,102663
Modern 2 Bed Unit with Gorgeous Waterviews+Parking,https://www.airbnb.com/rooms/607971884235236334,,49.27923,-123.10998,424.0,Entire home/apt,4.93,4,153253
Spacious & Trendy Yaletown Hotel- Kitchen +Laundry,https://www.airbnb.com/rooms/607992574106210859,"Vancouver, British Columbia, Canada",49.2789,-123.12708,415.0,Private room,4.71,163,796228
Lovely 1 bedroom condo with parking in Yaletown,https://www.airbnb.com/rooms/608076159232440691,"Vancouver, British Columbia, Canada",49.27515,-123.12896,311.0,Entire home/apt,4.88,0,97023
J-2 Private room 5min walk to skytrain Vancouver,https://www.airbnb.com/rooms/608141249789932899,,49.23923,-123.03042,130.0,Private room,4.38,0,0
Yacht,https://www.airbnb.com/rooms/608157835651062332,,49.1897,-123.13418,2000.0,Entire home/apt,,0,0
"{30Days+} SCORPIO PALACE - LUXURY, MORDEN & COZY",https://www.airbnb.com/rooms/608236843149959834,,49.27065,-123.109,198.0,Entire home/apt,,0,0
⭐Charming 1-bedroom space in Mount Pleasant Area⭐,https://www.airbnb.com/rooms/608252515654744309,"Vancouver, British Columbia, Canada",49.26142,-123.08861,137.0,Entire home/apt,4.86,0,0
*City Scapes by the Ocean*,https://www.airbnb.com/rooms/608276394453924583,"Vancouver, British Columbia, Canada",49.27168949426692,-123.12121886323996,168.0,Private room,5.0,0,20125
Private 1 Bedroom Guest Suite (YVR),https://www.airbnb.com/rooms/608277662885095737,"Richmond, British Columbia, Canada",49.18944,-123.14605,150.0,Entire home/apt,4.94,0,0
"Quiet, water-and mountain-view 3-bedroom home",https://www.airbnb.com/rooms/608293963910620332,,49.28912,-123.05532,286.0,Entire home/apt,5.0,0,0
Luxury bright laneway house in amazing location,https://www.airbnb.com/rooms/608560060676264187,,49.26067,-123.20827,236.0,Entire home/apt,,0,0
LARGE & Central 1BR Apt w/Breathtaking Views,https://www.airbnb.com/rooms/608629349064811166,"Vancouver, British Columbia, Canada",49.26468,-123.12203,110.0,Entire home/apt,,0,0
J-2 Private room 5min walk to skytrain Vancouver,https://www.airbnb.com/rooms/608676615503231187,,49.24109,-123.03156,110.0,Private room,4.4,0,0
Downtown Vancouver 2 Bedroom and Den + Parking,https://www.airbnb.com/rooms/608705726758009728,,49.27692,-123.10058,225.0,Entire home/apt,5.0,0,927
70s Chic - Retro Kits loft steps from the beach!,https://www.airbnb.com/rooms/608724893294739921,,49.2711,-123.1603,298.0,Entire home/apt,4.5,0,0
19-6 Private room 20 min to downtown by bus,https://www.airbnb.com/rooms/608753736717812543,,49.25338,-123.09194,113.0,Private room,4.2,0,0
Walk to Kits Beach☀ 2BR In ♥of Kits | Ground Floor,https://www.airbnb.com/rooms/608777788314848113,"Vancouver, British Columbia, Canada",49.26416032296786,-123.15372767623032,236.0,Entire home/apt,4.95,0,0
Cozy studio in Vancouver,https://www.airbnb.com/rooms/609262351323166652,"Vancouver, British Columbia, Canada",49.22492,-123.09086,96.0,Entire home/apt,4.67,0,0
"Stylish 2 bedroom suite in new house, fast wifi",https://www.airbnb.com/rooms/609353050084506686,"Vancouver, British Columbia, Canada",49.23492,-123.08652,101.0,Entire home/apt,5.0,0,0
"Lovely 2.5 Bdrm Condo w/ Free Parking, Pool, Sauna",https://www.airbnb.com/rooms/609374462797792192,"Vancouver, British Columbia, Canada",49.27855,-123.10756,458.0,Entire home/apt,4.94,4,67520
"Stylish new 1 bedroom coach house, fast wifi",https://www.airbnb.com/rooms/609410553175400905,"Vancouver, British Columbia, Canada",49.2342,-123.08449,90.0,Entire home/apt,,0,0
Spacious condo with amazing view: Gym Pool Hot tub,https://www.airbnb.com/rooms/609636520748478811,"Vancouver, British Columbia, Canada",49.27807,-123.10847,433.0,Entire home/apt,4.81,4,23800
Amazing 3BR Condo Right in the Heart of Yaletown,https://www.airbnb.com/rooms/609670248608941536,,49.27804,-123.12408,360.0,Entire home/apt,5.0,268,1660530
Upgraded! Quiet Bedroom/balcony. 24hr pool/gym.,https://www.airbnb.com/rooms/610071070003905590,,49.27772,-123.11934,89.0,Private room,5.0,100,1346812
Lovely Olympic Village Penthouse with 3 Bedrooms,https://www.airbnb.com/rooms/610275401765674817,,49.269243692962505,-123.10498907421756,684.0,Entire home/apt,,0,0
10wks Only Luxury 1BR + Den Sublet 10/22-1/10,https://www.airbnb.com/rooms/610341161828131751,"Vancouver, British Columbia, Canada",49.273037978517735,-123.11837226047535,160.0,Entire home/apt,4.0,0,41474
Lovely 1-bedroom condo in North Van,https://www.airbnb.com/rooms/610939448313761263,"North Vancouver, British Columbia, Canada",49.30705,-123.06292,175.0,Entire home/apt,5.0,0,0
Cozy 2-Bedroom Downtown W/ Parking,https://www.airbnb.com/rooms/611052589703707024,"Vancouver, British Columbia, Canada",49.27589,-123.12813,329.0,Entire home/apt,4.86,17,289207
15MIN TO DOWNTOWN VANCOUVER+AIRPORT+NEW RENOVATED,https://www.airbnb.com/rooms/611121379258353622,"Vancouver, British Columbia, Canada",49.23206,-123.04752,148.0,Entire home/apt,4.72,0,0
Queen Elizabeth Home,https://www.airbnb.com/rooms/611129104198757529,,49.23588,-123.10718,140.0,Private room,4.83,0,0
Private 2 bedroom suite with 2 full baths,https://www.airbnb.com/rooms/611156785303809926,"Burnaby, British Columbia, Canada",49.2884,-123.01435,200.0,Entire home/apt,5.0,0,0
Lovely 2 bedroom NY style apartment in Downtown,https://www.airbnb.com/rooms/611405029675643099,"Vancouver, British Columbia, Canada",49.283688,-123.122597,134.0,Entire home/apt,5.0,13,783810
Luxury 2BR Apt with 2Kingsize Beds+Garden View,https://www.airbnb.com/rooms/611741867006184469,,49.279354,-123.107964,298.0,Entire home/apt,4.67,4,268981
Breathtaking Views+Amenities+Prkng 1Bdr DT Condo,https://www.airbnb.com/rooms/611761422268205294,"Vancouver, British Columbia, Canada",49.27951,-123.10752,296.0,Entire home/apt,4.8,4,355259
COZY Studio- Ideal for exploring the city,https://www.airbnb.com/rooms/611761793841869482,"Vancouver, British Columbia, Canada",49.26707,-123.0395,110.0,Entire home/apt,4.83,0,0
Downtown-Rogers Arena One Bedroom Condo with Pool,https://www.airbnb.com/rooms/611799853481514237,,49.27983,-123.10816,300.0,Entire home/apt,3.9,4,452485
Heritage Character Home with 2 Cats!,https://www.airbnb.com/rooms/612209813935397709,"Vancouver, British Columbia, Canada",49.25756,-123.0975,120.0,Entire home/apt,5.0,0,0
Queen Elizabeth Home,https://www.airbnb.com/rooms/612373754892538320,,49.23691,-123.10937,600.0,Entire home/apt,4.67,0,0
溫哥華西区豪華套房一大双人床独立卫生間,https://www.airbnb.com/rooms/612389983528813811,"Vancouver, British Columbia, Canada",49.23531022953336,-123.10874204058835,171.0,Private room,4.67,0,0
Queen Elizabeth Home,https://www.airbnb.com/rooms/612408291037743174,,49.23679,-123.10756,100.0,Private room,4.6,0,0
Lovely one-bedroom rental with indoor fire place.,https://www.airbnb.com/rooms/612467374898116535,,49.26119,-123.13178,250.0,Entire home/apt,,0,0
Home away from Home!,https://www.airbnb.com/rooms/613101834258172870,"Burnaby, British Columbia, Canada",49.256531,-123.014183,425.0,Entire home/apt,5.0,0,0
*Pacific Coast Private Room*,https://www.airbnb.com/rooms/613278930388587968,"Vancouver, British Columbia, Canada",49.27337562474194,-123.12169564273788,185.0,Private room,4.86,0,97561
Stylish Waterside One Bed Condo in Vancouver,https://www.airbnb.com/rooms/613327802223607485,,49.26728,-123.11363,199.0,Entire home/apt,4.5,0,0
Kits Beach Paradise,https://www.airbnb.com/rooms/613711875114522467,"Vancouver, British Columbia, Canada",49.27342,-123.15796,239.0,Private room,5.0,0,0
The Modern West Side Home,https://www.airbnb.com/rooms/613751284083728582,,49.22980652803167,-123.12576769250022,464.0,Entire home/apt,4.73,0,0
Sub-Penthouse with Private Elevator & Water Views!,https://www.airbnb.com/rooms/613776602622404469,,49.27416,-123.12744,745.0,Entire home/apt,,0,136390
Beautiful Bright 3 Bedroom townhouse,https://www.airbnb.com/rooms/613813114468644371,"Vancouver, British Columbia, Canada",49.22571,-123.07777,263.0,Entire home/apt,4.88,0,0
Queen Elizabeth Home,https://www.airbnb.com/rooms/613923671093496300,,49.2353,-123.10943,130.0,Private room,4.86,0,0
温哥华西区女皇公园旁宽敞舒适2个单间,https://www.airbnb.com/rooms/613958578491089234,"Vancouver, British Columbia, Canada",49.2368,-123.10898,193.0,Private room,4.6,0,0
Private bachelor in the heart of East Vancouver,https://www.airbnb.com/rooms/614061219604928949,"Vancouver, British Columbia, Canada",49.263538,-123.077103,175.0,Entire home/apt,5.0,0,0
Cozy Modern 2-Bedroom Private Suite,https://www.airbnb.com/rooms/614082306603487238,"Vancouver, British Columbia, Canada",49.22287,-123.04107,160.0,Entire home/apt,4.9,0,0
Olympic Village 1-bedroom w/ Parking (Sleeps 4),https://www.airbnb.com/rooms/614426164766500970,,49.27159,-123.10311,240.0,Entire home/apt,4.92,0,0
Home away from Home-custom build 5 bedroom 4bath,https://www.airbnb.com/rooms/614535285620077327,"Vancouver, British Columbia, Canada",49.23663,-123.07494,511.0,Entire home/apt,4.94,0,0
Luxury City Living (1 bdr free downtown parking),https://www.airbnb.com/rooms/614561663212500179,,49.27992,-123.12284,293.0,Entire home/apt,4.56,287,1527969
"Large 1 bedroom apt w/  patio, setup for WFH",https://www.airbnb.com/rooms/614593732126628457,,49.2599,-123.10077,120.0,Entire home/apt,4.57,0,0
Private bedroom (#8) in shared Garden Suite,https://www.airbnb.com/rooms/614691387955352357,"Vancouver, British Columbia, Canada",49.23609,-123.06791,70.0,Private room,4.83,0,0
The Hidden Gem of Dunbar,https://www.airbnb.com/rooms/615295087571907781,,49.22582,-123.16825,250.0,Entire home/apt,5.0,0,0
"★ Cozy 1 BR, Free Parking, Peaceful & Convenient",https://www.airbnb.com/rooms/615359455962613090,"Vancouver, British Columbia, Canada",49.27064,-123.03864,130.0,Entire home/apt,4.95,0,0
"Mid-Century, Creative Sanctuary in Vancouver",https://www.airbnb.com/rooms/615502055752548982,,49.26068,-123.14138,141.0,Entire home/apt,4.5,0,0
Modern 2 bed Downtown Unit + Parking + AC,https://www.airbnb.com/rooms/615881028192504551,,49.27967,-123.10715,392.0,Entire home/apt,4.88,4,405689
Lovely 2 bedroom at Coal Harbour w/view (Sleeps 4),https://www.airbnb.com/rooms/615894425249570290,,49.288311,-123.125313,299.0,Entire home/apt,4.5,0,185247
Modern Retreat in the BEST location.,https://www.airbnb.com/rooms/615931866350209048,,49.25953,-123.10567,500.0,Entire home/apt,5.0,0,0
SPACIOUS 3 BED TOWNHOME IN THE HEART OF FAIRVIEW,https://www.airbnb.com/rooms/615971194962131099,"Vancouver, British Columbia, Canada",49.264004,-123.121536,500.0,Entire home/apt,5.0,0,0
VW Eurovan Westfalia pop-top 2- bed kitchen camper,https://www.airbnb.com/rooms/616050328255396636,,49.28154,-123.10701,175.0,Entire home/apt,,0,957956
Cheerful bedroom with shared bathroom,https://www.airbnb.com/rooms/616074299727446827,,49.2352,-123.12282,94.0,Private room,4.88,0,0
"Seconds from beach, in the city!",https://www.airbnb.com/rooms/616116341941764315,"Vancouver, British Columbia, Canada",49.28776,-123.13944,130.0,Private room,4.88,0,58526
Gorgeous Downtown Unit with Spectacular Views,https://www.airbnb.com/rooms/616315481889112237,,49.2799,-123.10818,463.0,Entire home/apt,4.89,4,479026
Lovely 2Bed Unit in Downtown Vancouver + Parking,https://www.airbnb.com/rooms/616615513241355612,,49.28123,-123.10858,323.0,Entire home/apt,4.59,4,967998
Cozy Suite (AC) w/ Private Entrance & Free Parking,https://www.airbnb.com/rooms/616678241381563222,"Vancouver, British Columbia, Canada",49.207749130899,-123.12625031540584,99.0,Entire home/apt,4.94,0,0
Lovely one-bedroom condo with BBQ DT,https://www.airbnb.com/rooms/616880344887549590,"Vancouver, British Columbia, Canada",49.26692,-123.09965,164.0,Entire home/apt,4.75,0,0
🎉NEW 💙 Modern&Cozy in Downtown 💕- Peaceful 3br 2ba,https://www.airbnb.com/rooms/616990843631733627,,49.279823,-123.10849,439.0,Entire home/apt,4.58,4,417131
1 Bedroom Free Parking Central Vancouver,https://www.airbnb.com/rooms/617258854177619059,,49.2458,-123.08285,56.0,Private room,,0,0
The Greenway Suite 2BR/1BA enjoy Netflix & W/D,https://www.airbnb.com/rooms/617300065290354691,"Vancouver, British Columbia, Canada",49.231789,-123.103935,156.0,Entire home/apt,4.76,0,0
Adorable 1 bedroom guest house with free parking,https://www.airbnb.com/rooms/617340462521056282,,49.27213,-123.04165,100.0,Entire home/apt,5.0,0,0
Artist's Boho Character Home near Commercial Drive,https://www.airbnb.com/rooms/617626448705846583,"Vancouver, British Columbia, Canada",49.267506,-123.058884,245.0,Entire home/apt,5.0,0,0
Modern 3 bedroom duplex with rooftop patio,https://www.airbnb.com/rooms/617652251839545857,"Vancouver, British Columbia, Canada",49.267002,-123.17424,700.0,Entire home/apt,4.89,0,0
☀️Bright 1BR apt+office🧑‍💻 👩‍💻 Heart of Downtown 🌆,https://www.airbnb.com/rooms/618090894139563469,,49.27522516616249,-123.12476652067642,228.0,Entire home/apt,5.0,36,737909
Spacious 2 bedroom home with patio,https://www.airbnb.com/rooms/618098020110762525,"Vancouver, British Columbia, Canada",49.23444,-123.09966,250.0,Entire home/apt,4.89,0,0
Main Street Gem - Bright 1BR Private Unit,https://www.airbnb.com/rooms/618160400027471214,"Vancouver, British Columbia, Canada",49.25137729999999,-123.0993979,225.0,Entire home/apt,4.89,0,0
Panoramic views from modern condo +office,https://www.airbnb.com/rooms/618202202662861233,,49.28052,-123.08224,125.0,Entire home/apt,5.0,0,0
Cozy 2 bedroom/nice area in Vancouver,https://www.airbnb.com/rooms/618204991297849432,,49.23458,-123.18825,237.0,Private room,4.73,0,0
"1 Bedroom, 1 Bath, 1 Sofa Bed w/ Private Entrance",https://www.airbnb.com/rooms/618309038300435402,,49.23386,-123.18912,136.0,Private room,4.89,0,0
❤️Vancouver Room No.1,https://www.airbnb.com/rooms/618396195036635013,"Vancouver, British Columbia, Canada",49.21588,-123.14306,65.0,Private room,4.21,0,0
Adorable 2-bedroom place in Vancouver,https://www.airbnb.com/rooms/618407783672774696,"Vancouver, British Columbia, Canada",49.26577,-123.04013,95.0,Entire home/apt,,0,0
Cozy Mountain-View home in the heart of Vancouver,https://www.airbnb.com/rooms/618433336469061058,"Vancouver, British Columbia, Canada",49.25127,-123.02669,271.0,Entire home/apt,4.91,0,0
Beautiful 2-Bed Downtown Unit + Parking,https://www.airbnb.com/rooms/618533619077509931,,49.2764,-123.12617,336.0,Entire home/apt,4.74,52,885271
Stunning Luxury Home with Unforgettable Views! NEW,https://www.airbnb.com/rooms/618766498436631622,,49.28002,-123.11823,249.0,Entire home/apt,5.0,52,1524894
Vancouver Special,https://www.airbnb.com/rooms/618806425770041892,"Vancouver, British Columbia, Canada",49.22737,-123.02545,175.0,Entire home/apt,4.43,0,0
The Classic - Three Bedroom Family Home,https://www.airbnb.com/rooms/618812251798100112,,49.2729,-123.02788,339.0,Entire home/apt,4.86,0,0
Modern Kitsilano 1 bedroom beach side home,https://www.airbnb.com/rooms/618941180712090147,,49.27133,-123.15028,299.0,Entire home/apt,5.0,0,0
☆homey 2 bedroom ☆cosy condo ☆westside,https://www.airbnb.com/rooms/619021585782094652,"Vancouver, British Columbia, Canada",49.2369,-123.155678,168.0,Entire home/apt,5.0,0,0
Convenient 1 bed room Vancouver,https://www.airbnb.com/rooms/619046663678136387,,49.267479292247465,-123.04289901299958,90.0,Entire home/apt,4.5,0,0
{30Days+} Scorpio Palace - 1 BDR 1 BATH & DT VIEW,https://www.airbnb.com/rooms/619205046935909266,,49.27093,-123.10857,190.0,Entire home/apt,,0,0
Sunshine x Concise x Comfort,https://www.airbnb.com/rooms/619291341121093264,,49.21465,-123.13557,109.0,Entire home/apt,5.0,0,0
Private Bedroom in shared house - Mount Pleasant,https://www.airbnb.com/rooms/619479926602057384,"Vancouver, British Columbia, Canada",49.25219,-123.09445,151.0,Private room,5.0,0,0
Bright and Airy Luxe 2 Bedroom House,https://www.airbnb.com/rooms/619576986208296874,"Vancouver, British Columbia, Canada",49.25147,-123.06354,374.0,Entire home/apt,5.0,0,0
D59 - Amazing 2 bedroom at Avenue One,https://www.airbnb.com/rooms/619599861618191200,,49.27039,-123.11108,208.0,Entire home/apt,5.0,0,0
RENOVATED 1BR Condo in Central DT Coal Harbour,https://www.airbnb.com/rooms/620232534582512418,"Vancouver, British Columbia, Canada",49.28618201418437,-123.12278218881204,310.0,Entire home/apt,5.0,0,509427
Comfortable studio in great location,https://www.airbnb.com/rooms/620250738399991266,"Vancouver, British Columbia, Canada",49.22482,-123.09021,105.0,Entire home/apt,4.5,0,0
Cozy 1-bedroom suite in Vancouver's Dunbar,https://www.airbnb.com/rooms/620345866728798627,"Vancouver, British Columbia, Canada",49.25705,-123.18221,125.0,Entire home/apt,4.94,0,0
Maple Beach House Garden Suite,https://www.airbnb.com/rooms/620479604431633315,"Vancouver, British Columbia, Canada",49.27306,-123.15072,394.0,Entire home/apt,4.39,0,0
Spacious & Lovely Guest Suite with Parking & Yard!,https://www.airbnb.com/rooms/620493683251619240,"Vancouver, British Columbia, Canada",49.22046,-123.15628,175.0,Entire home/apt,5.0,0,0
Luxury yacht ocean Max,https://www.airbnb.com/rooms/620635750691222165,,49.27311,-123.11017,1400.0,Entire home/apt,,0,0
Lovely 2 bedrooms Suite- Ideal to explore,https://www.airbnb.com/rooms/620894844742564392,"Vancouver, British Columbia, Canada",49.26722,-123.03723,150.0,Entire home/apt,,0,0
Modern 3 bedroom sub penthouse,https://www.airbnb.com/rooms/621257811343758751,,49.27944000791773,-123.1072183198868,706.0,Entire home/apt,4.71,4,319418
Cozy 2 bedroom place in Vancouver!,https://www.airbnb.com/rooms/621557301420276136,,49.25238752517113,-123.06404542173308,130.0,Entire home/apt,4.8,0,0
Sweet Work-Study-Bedroom in Lux 4 bed 3 bath House,https://www.airbnb.com/rooms/621658152632310947,,49.24922876378345,-123.0370724603142,108.0,Private room,,0,0
COMFY 2 bedrooms laneway house.,https://www.airbnb.com/rooms/621695271096439188,"Vancouver, British Columbia, Canada",49.26583,-123.03803,195.0,Entire home/apt,4.64,0,0
Gorgeous Water View Unit + Parking + AC,https://www.airbnb.com/rooms/621759208832517256,,49.28063,-123.10953,378.0,Entire home/apt,4.92,4,796497
Lovely Penthouse Loft in Yaletown,https://www.airbnb.com/rooms/621769212719434781,,49.28003,-123.12232,280.0,Entire home/apt,4.75,292,1601342
Lovely cozy condo with 1 bedroom + den + sofa beds,https://www.airbnb.com/rooms/621856595811554818,,49.28038,-123.1076,270.0,Entire home/apt,5.0,4,673962
Chic 2 bedroom Corner Apt | Yaletown with Parking,https://www.airbnb.com/rooms/621938501122111668,,49.27654,-123.11789,190.0,Entire home/apt,5.0,22,516999
Luxury hotel apartment living at Shangri La 🤩,https://www.airbnb.com/rooms/621942437539954996,"Vancouver, British Columbia, Canada",49.28426,-123.12495,333.0,Entire home/apt,5.0,0,323514
Queen Bedroom+ Den nears UBC,https://www.airbnb.com/rooms/622007072841584603,,49.24433,-123.19551,141.0,Private room,4.7,0,0
Lovely 1-bedroom in the heart of Downtown,https://www.airbnb.com/rooms/622366987485764812,,49.28068,-123.12433,164.0,Entire home/apt,4.5,235,966198
Romantic home,https://www.airbnb.com/rooms/622398240303783754,"Richmond, British Columbia, Canada",49.190105,-123.133186,288.0,Entire home/apt,5.0,0,0
{30Days+} Scorpio Palace - 1 BDR 1 BATH & DT VIEW,https://www.airbnb.com/rooms/622486215494698252,,49.26838,-123.11084,280.0,Entire home/apt,,0,0
Petit and cozy one bedroom suite,https://www.airbnb.com/rooms/622539217324893800,"Vancouver, British Columbia, Canada",49.232349,-123.104317,125.0,Entire home/apt,5.0,0,0
Cozy stylish 1 bedroom suite with free parking,https://www.airbnb.com/rooms/623060084990213309,"Vancouver, British Columbia, Canada",49.263187,-123.182526,85.0,Entire home/apt,5.0,0,0
City Oasis Yaletown 1 bedroom condo,https://www.airbnb.com/rooms/623096421772738780,,49.274703565488416,-123.11833762800788,120.0,Entire home/apt,,0,113443
All included  2 bedrooms + DEN ocean view unit,https://www.airbnb.com/rooms/623110819353116540,"Vancouver, British Columbia, Canada",49.28015,-123.10527,150.0,Entire home/apt,3.5,0,446214
Coastal City Retreat 2 Bed and Den Condo,https://www.airbnb.com/rooms/623207951641371246,,49.26792264493643,-123.11230346950649,250.0,Entire home/apt,,0,0
Luxury suite in an upscale downtown Vancouver,https://www.airbnb.com/rooms/623214312648827741,"Vancouver, British Columbia, Canada",49.27866694279881,-123.12351687045933,385.0,Entire home/apt,5.0,318,1794015
"Sunny Quiet, Centrally Located Garden Suite",https://www.airbnb.com/rooms/623241663526219493,"Vancouver, British Columbia, Canada",49.279823,-123.059349,250.0,Entire home/apt,4.92,0,0
The Cube - Our 6BD Minimalist Dream Home!,https://www.airbnb.com/rooms/623246979891843835,,49.24724,-123.09694,1217.0,Entire home/apt,4.88,0,0
