,name,Longitude,Latitude
1302,Westbound SE Marine Dr @ Matheson Cres,-123.031482,49.208224
1303,Westbound SE Marine Dr @ Fieldstone Ave,-123.03581,49.208441
1304,Westbound SE Marine Dr @ Kerr St,-123.042926,49.208162
1305,Westbound SE Marine Dr @ Jellicoe St,-123.048165,49.207743
1306,Westbound SE Marine Dr @ Elliott St,-123.057208,49.207187
1307,Westbound SE Marine Dr @ Gladstone St,-123.062381,49.208533
1308,Northbound Nanaimo St @ Fraserview Dr,-123.059294,49.212049
1309,Northbound Muirfield Dr @ Scarboro Ave,-123.057069,49.213192
1310,Northbound Muirfield Dr @ Bobolink Ave,-123.055961,49.214723
1311,Northbound Muirfield Dr @ Lynbrook Dr,-123.055257,49.217274
1312,Eastbound Ashburn St @ Elliott St,-123.054997,49.218226
1313,Northbound Elliott St @ E 54 Ave,-123.0548,49.220497
1314,Northbound Elliott St @ E 52 Ave,-123.054709,49.222238
1315,Northbound Elliott St @ E 49 Ave,-123.054616,49.225178
1316,Northbound Elliott St @ E 46 Ave,-123.054556,49.228739
1317,Northbound Elliott St @ Waverley Ave,-123.054592,49.227113
1318,Northbound Clarendon St @ E 43 Ave,-123.055124,49.231191
1319,Northbound Clarendon St @ E 41 Ave,-123.055335,49.23319
1320,Northbound Clarendon St @ E 39 Ave,-123.055396,49.235129
1321,Northbound Clarendon St @ E 37 Ave,-123.055365,49.237621
1322,29th Avenue Station @ Bay 1,-123.045608,49.244269
1323,Southbound Clarendon St @ E 41 Ave,-123.055437,49.232504
1324,Southbound Elliott St @ E 45 Ave,-123.054924,49.229145
1325,Southbound Elliott St @ E 47 Ave,-123.054776,49.227337
1326,Southbound Elliott St @ E 49 Ave,-123.054884,49.224553
1327,Southbound Elliott St @ E 51 Ave,-123.054911,49.222288
1328,Southbound Elliott St @ E 56 Ave,-123.055039,49.218817
1329,Southbound Muirfield Dr @ Ashburn St,-123.055499,49.217307
1330,Southbound Muirfield Dr @ Hoylake Ave,-123.055616,49.215481
1331,Southbound Muirfield Dr @ Bobolink Ave,-123.056564,49.214167
1332,Southbound Muirfield Dr @ Scarboro Ave,-123.05788,49.212549
1333,Eastbound SE Marine Dr @ Victoria Dr,-123.065395,49.209318
1334,Eastbound SE Marine Dr @ Gladstone St,-123.061681,49.208087
1335,Eastbound SE Marine Dr @ Nanaimo St,-123.059043,49.207215
1336,Eastbound SE Marine Dr @ Elliott St,-123.056143,49.207019
1337,Eastbound SE Marine Dr @ Jellicoe St,-123.047214,49.207592
1338,Eastbound SE Marine Dr @ Kerr St,-123.044803,49.207748
1339,Eastbound SE Marine Dr @ Fieldstone Ave,-123.035248,49.208333
1340,Northbound Matheson Cres @ SE Marine Dr,-123.030733,49.208301
1341,Burrard Station @ Bay 4,-123.12119,49.286899
1342,Burrard Station @ Bay 3,-123.121757,49.286391
1343,Eastbound Hastings St @ Alpha,-123.00183,49.2809
1344,Eastbound Hastings St @ Beta Ave,-122.996968,49.280896
1345,Eastbound Hastings St @ Hythe Ave,-122.989776,49.280184
1346,Eastbound Hastings St @ Springer Ave,-122.987294,49.280252
1347,Eastbound Hastings St @ Howard Ave,-122.983238,49.280242
1348,Westbound Hastings St @ Holdom Ave,-122.98142,49.280436
1349,Westbound Hastings St @ Howard Ave,-122.984501,49.28043
1350,Westbound Hastings St @ Springer Ave,-122.988354,49.280441
1351,Westbound Hastings St @ Hythe Ave,-122.991013,49.28024
1352,Westbound Hastings St @ Gamma Ave,-122.995896,49.281077
1353,Westbound Hastings St @ Alpha Ave,-123.000747,49.281099
1354,Northbound Wesbrook Mall @ Triumf Centre,-123.231681,49.247687
1355,Westbound W 16 Ave @ Wesbrook Mall,-123.238457,49.255191
1356,Eastbound SW Marine Dr @ Kullahun Dr,-123.204972,49.236996
1357,Eastbound W 41 Ave @ Crown St,-123.194154,49.234685
1358,Eastbound W 41 Ave @ Wallace St,-123.190529,49.234701
1359,Eastbound W 41 Ave @ Highbury St,-123.187956,49.234704
1360,Westbound E 41 Ave @ Wales St,-123.05213,49.232871
1361,Dunbar Loop @ Bay 5,-123.185966,49.234831
1362,Westbound W 41 Ave @ Olympic St,-123.190048,49.234831
1363,Westbound W 41 Ave @ Holland St,-123.19284,49.234836
1364,Southbound Crown St @ SW Marine Dr,-123.193856,49.234042
1365,Westbound SW Marine Dr @ Camosun St,-123.197663,49.235286
1366,Westbound SW Marine Dr @ Kullahun Dr,-123.205607,49.237441
1367,Eastbound NW Marine Dr @ Tolmie St,-123.211352,49.274742
1368,Eastbound NW Marine Dr @ Discovery St,-123.203426,49.271953
1369,Eastbound NW Marine Dr @ Locarno Cres,-123.200827,49.268799
1370,Westbound W 4th Ave @ Blanca St,-123.215565,49.269195
1371,Westbound Chancellor Blvd @ Hamber Rd,-123.239004,49.273342
1372,Westbound Chancellor Blvd @ Allison Rd,-123.246195,49.273563
1373,Westbound NW Marine Dr @ Cecil Green Park Rd,-123.255442,49.270517
1374,Eastbound NW Marine Dr @ West Mall,-123.258526,49.268769
1375,Eastbound Chancellor Blvd @ Western Parkway,-123.246837,49.273301
1376,Eastbound Chancellor Blvd @ Hamber Rd,-123.237649,49.272894
1377,Westbound NW Marine Dr @ Discovery St,-123.203022,49.271904
1378,Northbound NW Marine Dr @ Belmont Ave,-123.205593,49.274065
1379,Westbound NW Marine Dr @ Sasamat St,-123.209135,49.274502
1380,Westbound NW Marine Dr @ Tolmie St,-123.212054,49.275093
1381,Northbound Burrard St @ W 3rd Ave,-123.145428,49.269179
1382,Southbound Burrard St @ W 3rd Ave,-123.145798,49.268549
1383,Southbound Dunbar St @ W 43 Ave,-123.18547,49.232611
1384,Southbound Dunbar St @ SW Marine Dr,-123.185505,49.231131
1385,Eastbound SW Marine Dr @ Blenheim St,-123.179685,49.23008
1386,Eastbound SW Marine Dr @ Balaclava St,-123.175122,49.228712
1387,Westbound SW Marine Dr @ Heather St,-123.123941,49.207414
1388,Eastbound W 49 Ave @ McCleery St,-123.168448,49.227269
1389,Eastbound W 49 Ave @ Marine Cres,-123.164688,49.227223
1390,Eastbound W 49 Ave @ Balsam St,-123.160812,49.227171
1391,Eastbound W 49 Ave @ Yew St,-123.15842,49.227149
1392,Eastbound W 49 Ave @ Arbutus St,-123.15547,49.227103
1393,Eastbound W 49 Ave @ East Blvd,-123.153974,49.227085
1394,Eastbound W 49 Ave @ Angus Dr,-123.147554,49.22701
1395,Eastbound W 49 Ave @ Marguerite St,-123.144546,49.226972
1396,Eastbound W 49 Ave @ Churchill St,-123.141217,49.22692
1397,Eastbound W 49 Ave @ Granville St,-123.139329,49.226886
1398,Eastbound W 49 Ave @ Hudson St,-123.134675,49.226708
1399,Eastbound W 49 Ave @ Montgomery St,-123.131458,49.226598
1400,Eastbound W 49 Ave @ Oak St,-123.12776,49.22645
1401,Eastbound W 49 Ave @ Heather St,-123.123158,49.226275
1402,Eastbound W 49 Ave @ Tisdall St,-123.120295,49.226174
1403,Langara-49th Station @ Bay 3,-123.11584,49.226003
1404,Eastbound W 49 Ave @ Alberta St,-123.112498,49.225896
1405,Eastbound W 49 Ave @ Manitoba St,-123.107863,49.22573
1406,Eastbound E 49 Ave @ Quebec St,-123.103335,49.225636
1407,Eastbound E 49 Ave @ Main St,-123.101045,49.225593
1408,Eastbound E 49 Ave @ Prince Edward St,-123.097041,49.225514
1409,Eastbound E 49 Ave @ St. George St,-123.093656,49.225455
1410,Eastbound E 49 Ave @ Fraser St,-123.090264,49.225406
1411,Eastbound E 49 Ave @ Prince Albert St,-123.08761,49.225373
1412,Eastbound E 49 Ave @ Windsor St,-123.084766,49.225337
1413,Eastbound E 49 Ave @ Sherbrooke St,-123.080946,49.225278
1414,Eastbound E 49 Ave @ Knight St,-123.076725,49.225208
1415,Eastbound E 49 Ave @ Dumfries St,-123.074083,49.225193
1416,Eastbound E 49 Ave @ Argyle St,-123.071276,49.225164
1417,Eastbound E 49 Ave @ Commercial St,-123.068504,49.22514
1418,Eastbound E 49 Ave @ Victoria Dr,-123.065263,49.225106
1419,Eastbound E 49 Ave @ Gladstone St,-123.061875,49.225035
1420,Eastbound E 49 Ave @ Nanaimo St,-123.058733,49.224949
1421,Eastbound E 49 Ave @ Elliott St,-123.054297,49.224744
1422,Eastbound E 49 Ave @ Vivian St,-123.049761,49.22471
1423,Eastbound E 49 Ave @ Killarney St,-123.045214,49.224673
1424,Northbound Tyne St @ E 53 Ave,-123.032245,49.221556
1425,Northbound Tyne St @ E 50 Ave,-123.032195,49.223484
1426,Eastbound E 49 Ave @ Frontenac St,-123.025794,49.222096
1427,Eastbound Imperial St @ Boundary Rd,-123.022768,49.221875
1428,Eastbound Imperial St @ Mandy Ave,-123.017609,49.221886
1429,Northbound Willingdon Ave @ Maywood St,-123.010415,49.224864
1430,Metrotown Station @ Bay 3,-123.002615,49.226002
1431,Westbound Imperial St @ McKay Ave,-123.00948,49.222002
1432,Westbound Imperial St @ Mandy Ave,-123.018511,49.22201
1433,Southbound Tyne St @ E 49 Ave,-123.032353,49.224305
1434,Southbound Tyne St @ E 52 Ave,-123.032422,49.221997
1435,Westbound E 49 Ave @ Kerr St,-123.041573,49.224818
1436,Westbound E 49 Ave @ Killarney St,-123.045365,49.224808
1437,Westbound E 49 Ave @ Elliott St,-123.05517,49.224889
1438,Westbound E 49 Ave @ Nanaimo St,-123.05961,49.225118
1439,Westbound E 49 Ave @ Gladstone St,-123.06295,49.225187
1440,Westbound E 49 Ave @ Victoria Dr,-123.065364,49.225238
1441,Westbound E 49 Ave @ Beatrice St,-123.067538,49.225263
1442,Westbound E 49 Ave @ Bruce St,-123.070409,49.225286
1443,Westbound E 49 Ave @ Fleming St,-123.073579,49.225316
1444,Westbound E 49 Ave @ Knight St,-123.077939,49.225388
1445,Westbound E 49 Ave @ Inverness St,-123.080565,49.225407
1446,Westbound E 49 Ave @ Elgin St,-123.083275,49.225453
1447,Westbound E 49 Ave @ St. Catherines St,-123.087115,49.225497
1448,Westbound E 49 Ave @ Fraser St,-123.091289,49.225535
1449,Westbound E 49 Ave @ St. George St,-123.094471,49.225593
1450,Westbound E 49 Ave @ Prince Edward St,-123.098055,49.22566
1451,Westbound E 49 Ave @ Main St,-123.102131,49.225733
1452,Westbound W 49 Ave @ Manitoba St,-123.109025,49.225913
1453,Westbound W 49 Ave @ Alberta St,-123.113387,49.226074
1454,Westbound W 49 Ave @ Tisdall St,-123.121438,49.226382
1455,Westbound W 49 Ave @ Laurel St,-123.125587,49.226538
1456,Westbound W 49 Ave @ Oak St,-123.128988,49.226658
1457,Westbound W 49 Ave @ Montgomery St,-123.13243,49.226761
1458,Westbound W 49 Ave @ Hudson St,-123.135533,49.22688
1459,Westbound W 49 Ave @ Granville St,-123.140335,49.227032
1460,Westbound W 49 Ave @ Adera St,-123.144091,49.227081
1461,Westbound W 49 Ave @ Wiltshire St,-123.147056,49.227122
1462,Westbound W 49 Ave @ West Blvd,-123.155682,49.227224
1463,Westbound W 49 Ave @ Larch St,-123.163563,49.227329
1464,Westbound W 49 Ave @ Macdonald St,-123.167912,49.227377
1465,Westbound SW Marine Dr @ Carnarvon St,-123.17401,49.228416
1466,Westbound SW Marine Dr @ Blenheim St,-123.179318,49.230206
1467,Northbound Dunbar St @ SW Marine Dr,-123.185323,49.231041
1468,Northbound Dunbar St @ W 43 Ave,-123.18528,49.233182
1469,Heather Square @ Bay 1,-123.120109,49.266191
1470,Westbound Lameys Mill Rd @ Sitka Square,-123.129345,49.266459
1471,Westbound Lameys Mill Rd @ Alder Crossing,-123.132521,49.266831
1472,Westbound Lameys Mill Rd @ 1300 Block,-123.134423,49.267336
1473,Westbound W 2nd Ave @ Anderson St,-123.138092,49.26952
1474,Southbound Fir St @ W 2nd Ave,-123.140897,49.269373
1475,Eastbound W 2nd Ave @ Fir St,-123.140065,49.269638
1476,Eastbound Lameys Mill Rd @ Fountain Way Court,-123.135141,49.267431
1477,Eastbound Lameys Mill Rd @ Alder Crossing,-123.131643,49.266544
1478,Eastbound Lameys Mill Rd @ Sitka Square,-123.128703,49.26632
1479,Northbound Fir St @ W 4th Ave,-123.140709,49.268248
1480,Westbound Lougheed Hwy @ Boundary Loop,-123.02541,49.265243
1481,Commercial-Broadway Station @ Bay 4,-123.069432,49.262426
1482,Westbound W Broadway @ Macdonald St,-123.167544,49.264156
1483,Eastbound W Broadway @ Heather St,-123.120173,49.263212
1484,Eastbound E Broadway @ Main St,-123.10042,49.262801
1485,Commercial-Broadway Station @ Bay 1,-123.068963,49.262213
1486,Eastbound Lougheed Hwy @ Boundary Rd,-123.022312,49.265602
1487,Northbound Granville St @ W 71 Ave,-123.140464,49.206713
1488,Eastbound W 70 Ave @ French St,-123.138831,49.208535
1489,Southbound Hudson St @ W 70 Ave,-123.1347,49.208213
1490,Southbound Hudson St @ W 72 Ave,-123.134764,49.2063
1491,Marpole Loop @ Bay 5,-123.133071,49.203203
1492,Eastbound SW Marine Dr @ Heather St,-123.123861,49.207179
1493,Eastbound SW Marine Dr @ W 70 Ave,-123.120741,49.208502
1494,Eastbound SW Marine Dr @ Manitoba St,-123.109277,49.212198
1495,Eastbound SE Marine Dr @ Ontario St,-123.106006,49.21214
1496,Eastbound SE Marine Dr @ Main St,-123.101511,49.210807
1497,Eastbound SE Marine Dr @ Prince Edward St,-123.097945,49.210767
1498,Eastbound SE Marine Dr @ St. George St,-123.093606,49.210918
1499,Eastbound SE Marine Dr @ Fraser St,-123.090507,49.210909
1500,Eastbound SE Marine Dr @ Ross St,-123.083514,49.211036
1501,Eastbound SE Marine Dr @ Knight St,-123.075122,49.210925
1502,Eastbound SE Marine Dr @ Argyle St,-123.071659,49.210911
1503,Eastbound SE Marine Dr @ Beatrice St,-123.067396,49.209995
1504,Eastbound SE Marine Dr @ Matheson Cres,-123.030512,49.207971
1505,Eastbound SE Marine Dr @ City Edge Place,-123.025837,49.207927
1506,Eastbound Marine Dr @ Joffre Ave,-123.019656,49.208059
1507,Eastbound Marine Dr @ Greenall Ave,-123.017485,49.208273
1508,Eastbound Marine Dr @ Patterson Ave,-123.011806,49.209174
1509,Eastbound Marine Dr @ Sussex Ave,-123.005664,49.209147
1510,Eastbound Marine Dr @ Strathearn Ave,-123.000545,49.208071
1511,Eastbound Marine Dr @ Nelson Ave,-122.99743,49.207616
1512,Eastbound Marine Dr @ Royal Oak Ave,-122.988226,49.206681
1513,Westbound Marine Dr @ Macpherson Ave,-122.982724,49.206271
1514,Westbound Marine Dr @ Royal Oak Ave,-122.988159,49.206806
1515,Westbound Marine Dr @ 4900 Block,-122.993856,49.207331
1516,Westbound Marine Dr @ Nelson Ave,-122.998827,49.207893
1517,Westbound Marine Dr @ Sussex Ave,-123.005464,49.209233
1518,Westbound Marine Dr @ Patterson Ave,-123.013786,49.209131
1519,Westbound Marine Dr @ Greenall Ave,-123.017358,49.208399
1520,Westbound SE Marine Dr @ City Edge Place,-123.026647,49.207979
1521,Westbound SE Marine Dr @ Victoria Dr,-123.066581,49.209974
1522,Westbound SE Marine Dr @ Argyle St,-123.072699,49.211151
1523,Westbound SE Marine Dr @ Knight St,-123.076755,49.21122
1524,Westbound SE Marine Dr @ Inverness St,-123.08071,49.211201
1525,Westbound SE Marine Dr @ Ross St,-123.083635,49.211217
1526,Westbound SE Marine Dr @ Chester St,-123.089925,49.211147
1527,Westbound SE Marine Dr @ Buscombe St,-123.095708,49.211151
1528,Westbound SE Marine Dr @ Main St,-123.103214,49.211554
1529,Westbound SW Marine Dr @ Ontario St,-123.107012,49.212459
1530,Westbound SW Marine Dr @ Manitoba St,-123.110409,49.212212
1531,Westbound SW Marine Dr @ Ash St,-123.119749,49.209141
1532,Westbound SW Marine Dr @ Laurel St,-123.126813,49.206184
1533,Westbound North Service Rd @ Air Canada Operations Centre,-123.160097,49.193291
1534,Southbound Aviation Ave @ North Service Rd,-123.166984,49.193297
1535,Metrotown Station @ Bay 7,-123.003117,49.226075
1536,Eastbound Kingsway @ Sussex Ave,-122.998248,49.227881
1537,Eastbound Kingsway @ Nelson Ave,-122.993821,49.226457
1538,Eastbound Kingsway @ Marlborough Ave,-122.991139,49.225628
1539,Eastbound Kingsway @ Royal Oak Ave,-122.988392,49.224712
1540,Eastbound Kingsway @ Grimmer St,-122.984101,49.223354
1541,Westbound Kingsway @ Elgin Ave,-122.983473,49.223353
1542,Westbound Kingsway @ Denbigh Ave,-122.985508,49.224004
1543,Westbound Kingsway @ Royal Oak Ave,-122.989612,49.22532
1544,Westbound Kingsway @ McMurray Ave,-122.996794,49.227685
1545,Westbound Kingsway @ Sussex Ave,-122.999701,49.228641
1546,Southbound McKay Ave @ Kingsway,-123.003381,49.229088
1547,Southbound McKay Ave @ Kingsborough St,-123.005015,49.227578
1548,Metrotown Station @ Bay 8,-123.003354,49.226172
1549,Eastbound Central Blvd @ 4500 Block,-123.000304,49.224203
1550,Northbound Bonsor Ave @ Central Blvd,-122.997738,49.224103
1551,Northbound Nelson Ave @ Bennett St,-122.994051,49.225569
1552,Northbound Nelson Ave @ Newton St,-122.994102,49.227326
1553,Northbound Nelson Ave @ Dover St,-122.99412,49.230297
1554,Northbound Nelson Ave @ Grafton St,-122.994135,49.232104
1555,Northbound Nelson Ave @ Sardis Cres,-122.994145,49.233648
1556,Westbound Bond St @ Nelson Ave,-122.994807,49.235465
1557,Westbound Bond St @ Sussex Ave,-122.998207,49.235452
1558,Westbound Bond St @ Elsom Ave,-123.001547,49.235444
1559,Northbound Willingdon Ave @ Bond St,-123.003266,49.235911
1560,Northbound Willingdon Ave @ Burke St,-123.003261,49.237319
1561,Northbound Willingdon Ave @ Grassmere St,-123.003286,49.238854
1562,Northbound Willingdon Ave @ Price St,-123.003294,49.240537
1563,Westbound Beresford St @ Willingdon Ave,-123.00874,49.227715
1564,Patterson Station @ Bay 1,-123.012448,49.229426
1565,Northbound Patterson Ave @ Kingsway,-123.01255,49.232043
1566,Northbound Barker Ave @ Grange St,-123.01101,49.233208
1567,Northbound Patterson Ave @ Sardis St,-123.013418,49.234332
1568,Northbound Patterson Ave @ Bond St,-123.013422,49.235727
1569,Northbound Patterson Ave @ Burke St,-123.013422,49.237267
1570,Northbound Patterson Ave @ Hazelwood Cres,-123.013426,49.239064
1571,Northbound Patterson Ave @ Castlewood Cres,-123.013407,49.240744
1572,Northbound Patterson Ave @ Moscrop St,-123.013419,49.242679
1573,Eastbound Deer Lake Parkway @ Wayburne Dr,-122.997353,49.241548
1574,Eastbound Gilpin St @ Royal Oak Ave,-122.988389,49.241815
1575,Eastbound Gilpin St @ Chapple Cres,-122.98231,49.241779
1576,Westbound Gilpin St @ Mahon Ave,-122.982127,49.241892
1577,Westbound Gilpin St @ Gatenby Ave,-122.987939,49.241916
1578,Westbound Deer Lake Parkway @ Garden Grove Dr,-122.995717,49.241534
1579,Westbound Deer Lake Parkway @ Wayburne Dr,-122.998659,49.241748
1580,Southbound Patterson Ave @ Moscrop St,-123.013599,49.24261
1581,Southbound Patterson Ave @ Castlewood Cres,-123.013564,49.240457
1582,Southbound Patterson Ave @ Brandon St,-123.013573,49.238079
1583,Southbound Patterson Ave @ Burke St,-123.013568,49.236624
1584,Southbound Patterson Ave @ Bond St,-123.013571,49.235217
1585,Southbound Patterson Ave @ Sardis St,-123.013572,49.234071
1586,Southbound Patterson Ave @ Kingsway,-123.012742,49.232183
1587,Patterson Station @ Bay 2,-123.011509,49.229312
1588,Eastbound Kemp St @ Kathleen Ave,-123.007414,49.229939
1589,Southbound Willingdon Ave @ Moscrop St,-123.003491,49.242583
1590,Southbound Willingdon Ave @ Wildwood Cres,-123.003479,49.239901
1591,Southbound Willingdon Ave @ Price Cres,-123.003467,49.238369
1592,Southbound Willingdon Ave @ Burke St,-123.003467,49.236702
1593,Eastbound Bond St @ Willingdon Ave,-123.002807,49.235328
1594,Eastbound Bond St @ Elsom Ave,-123.000601,49.235346
1595,Eastbound Bond St @ Sussex Ave,-122.997427,49.235351
1596,Southbound Nelson Ave @ Buxton St,-122.994314,49.234098
1597,Southbound Nelson Ave @ Shepherd St,-122.994302,49.232189
1598,Southbound Nelson Ave @ Grange St,-122.994316,49.2291
1599,Southbound Nelson Ave @ Hazel St,-122.994345,49.227594
1600,Westbound Bennett St @ Nelson Ave,-122.995659,49.225276
1601,Southbound Bonsor Ave @ Bennett St,-122.997189,49.224817
1602,Westbound Central Blvd @ Bonsor Ave,-122.99906,49.223785
1603,Westbound Central Blvd @ 4500 Block,-123.000438,49.224507
1604,Northbound Nelson Ave @ Carson Place,-122.994325,49.209736
1605,Northbound Nelson Ave @ McKee Place,-122.993842,49.211114
1606,Northbound Nelson Ave @ Portland St,-122.993814,49.212432
1607,Eastbound Rumble St @ Nelson Ave,-122.993362,49.214773
1608,Eastbound Rumble St @ Arthur Ave,-122.991604,49.214787
1609,Northbound Royal Oak Ave @ Rumble St,-122.988376,49.215162
1610,Northbound Royal Oak Ave @ Sidley St,-122.988378,49.217755
1611,Metrotown Station @ Bay 5,-123.002755,49.225917
1612,Southbound Royal Oak Ave @ Sidley St,-122.988525,49.217247
1613,Southbound Royal Oak Ave @ Rumble St,-122.988572,49.214361
1614,Eastbound Clinton St @ Royal Oak Ave,-122.987978,49.21297
1615,Eastbound Clinton St @ Roslyn Ave,-122.985365,49.212987
1616,Eastbound Clinton St @ Macpherson Ave,-122.982684,49.212958
1617,Westbound Clinton St @ Macpherson Ave,-122.98278,49.213068
1618,Westbound Clinton St @ Roslyn Ave,-122.986069,49.213071
1619,Northbound Royal Oak Ave @ Neville St,-122.988381,49.21371
1620,Northbound Joffre Ave @ Maple Tree Lane,-123.019766,49.209345
1621,Northbound Joffre Ave @ Clinton St,-123.02068,49.213088
1622,Eastbound Rumble St @ Joffre Ave,-123.020308,49.214742
1623,Eastbound Rumble St @ Greenall Ave,-123.017582,49.214764
1624,Eastbound Rumble St @ Patterson Ave,-123.011839,49.214786
1625,Eastbound Rumble St @ McKay Ave,-123.008307,49.214779
1626,Northbound Sussex Ave @ Rumble St,-123.004858,49.215135
1627,Northbound Sussex Ave @ Watling St,-123.004891,49.216898
1628,Northbound Sussex Ave @ Victory St,-123.004916,49.218708
1629,Northbound Sussex Ave @ Hurst St,-123.004945,49.220512
1630,Metrotown Station @ Bay 1,-123.003299,49.226277
1631,Westbound Imperial St @ Waverley Ave,-122.998195,49.222
1632,Westbound Imperial St @ Frederick Ave,-123.001621,49.222
1633,Westbound Imperial St @ Dow Ave,-123.003694,49.222001
1634,Southbound Sussex Ave @ Imperial St,-123.005145,49.221363
1635,Southbound Sussex Ave @ Hurst St,-123.005099,49.220021
1636,Southbound Sussex Ave @ Victory St,-123.005074,49.218151
1637,Southbound Sussex Ave @ Irmin St,-123.005029,49.216133
1638,Southbound Sussex Ave @ Rumble St,-123.004999,49.21459
1639,Westbound Portland St @ Sussex Ave,-123.005792,49.212239
1640,Westbound Portland St @ McKay Ave,-123.009009,49.212271
1641,Southbound Patterson Ave @ Winnifred St,-123.012496,49.21108
1642,Southbound Roseberry Ave @ Keith St,-123.015277,49.206391
1643,Southbound Boundary Rd @ E Kent Ave,-123.023457,49.20373
1644,Eastbound North Fraser Way @ Fraserwood Court,-123.017666,49.201108
1645,Eastbound North Fraser Way @ 3700 Block,-123.021851,49.20204
1646,Eastbound North Fraser Way @ Fraserton Court,-123.0139,49.200272
1647,Eastbound W Hastings St @ Abbott St,-123.108834,49.282214
1648,Eastbound E Hastings St @ Main St,-123.098307,49.28122
1649,Eastbound E Hastings St @ Commercial Dr,-123.07086,49.281131
1650,Kootenay Loop @ Bay 7,-123.025393,49.281204
1651,Westbound E Hastings St @ Renfrew St,-123.043342,49.281222
1652,Westbound Moscrop St @ Inman Ave,-123.017349,49.243026
1653,Northbound Gilmore Way @ Sanderson Way,-123.010288,49.250056
1654,Northbound Gilmore Way @ Canada Way,-123.010616,49.253243
1655,Northbound Gilmore Diversion @ Canada Way,-123.01105,49.255589
1656,Northbound Gilmore Diversion @ Myrtle St,-123.013819,49.260509
1657,Westbound Dawson St @ Willingdon Ave,-123.004065,49.26451
1658,Southbound Gilmore Diversion @ Myrtle St,-123.014128,49.260495
1659,Southbound Gilmore Diversion @ Manor St,-123.012026,49.25662
1660,Southbound Gilmore Way @ Canada Way,-123.010837,49.254132
1661,Eastbound Moscrop St @ Smith Ave,-123.019292,49.242913
1662,Metrotown Station @ Bay 4,-123.002518,49.225794
1663,Northbound Willingdon Ave @ Grafton St,-123.003238,49.232393
1664,Northbound Willingdon Ave @ Deer Lake Parkway,-123.003169,49.243312
1665,Northbound Willingdon Ave @ Sanderson Way,-123.003869,49.247628
1666,Southbound Willingdon Ave @ Sardis St,-123.003443,49.233488
1667,Southbound Gilmore Ave @ Hastings St,-123.014293,49.280694
1668,Southbound Gilmore Ave @ Georgia St,-123.01431,49.278057
1669,Southbound Gilmore Ave @ Venables St,-123.014344,49.276367
1670,Southbound Gilmore Ave @ William St,-123.014338,49.273628
1671,Southbound Gilmore Ave @ Kitchener St,-123.014355,49.271857
1672,Southbound Douglas Rd @ Still Creek Ave,-122.984344,49.260445
1673,Southbound Douglas Rd @ Norland Ave,-122.983303,49.258915
1674,Southbound Douglas Rd @ Dominion St,-122.982634,49.256304
1675,Southbound Douglas Rd @ Laurel St,-122.982039,49.25327
1676,Southbound Douglas Rd @ Hardwick St,-122.981855,49.252094
1677,Southbound Douglas Rd @ Sprott St,-122.981035,49.249671
1678,Northbound Douglas Rd @ Hardwick St,-122.98165,49.251964
1679,Northbound Douglas Rd @ Laurel St,-122.981866,49.253402
1680,Northbound Douglas Rd @ Norfolk St,-122.982097,49.255423
1681,Northbound Douglas Rd @ Hwy One Overpass,-122.982623,49.256983
1682,Northbound Douglas Rd @ Norland Ave,-122.983586,49.259866
1683,Westbound Lougheed Hwy @ Beta Ave,-122.998687,49.266442
1684,Northbound Gilmore Ave @ 1st Ave,-123.01408,49.269681
1685,Northbound Gilmore Ave @ Kitchener St,-123.014164,49.272367
1686,Northbound Gilmore Ave @ William St,-123.014169,49.274137
1687,Northbound Gilmore Ave @ Parker St,-123.01418,49.275977
1688,Northbound Gilmore Ave @ Union St,-123.014142,49.277749
1689,Northbound Gilmore Ave @ Frances St,-123.014114,49.279524
1690,Metrotown Station @ Bay 6,-123.002908,49.225986
1691,Eastbound Midlawn Dr @ Willingdon Ave,-123.002468,49.270995
1692,Southbound Fairlawn Dr @ Midlawn Dr,-122.99969,49.270723
1693,Eastbound Brentlawn Dr @ Beta Ave,-122.996667,49.268274
1694,Northbound Delta Ave @ Brentlawn Dr,-122.992115,49.26865
1695,Northbound Delta Ave @ Southlawn Dr,-122.992114,49.270477
1696,Northbound Delta Ave @ Northlawn Dr,-122.992095,49.272871
1697,Northbound Delta Ave @ Eastlawn Dr,-122.992077,49.274832
1698,Eastbound Parker St @ Delta Ave,-122.991581,49.275471
1699,Eastbound Parker St @ Springer Ave,-122.987355,49.275455
1700,Eastbound Parker St @ Holdom Ave,-122.981221,49.275429
1701,Westbound Parker St @ Holdom Ave,-122.981672,49.275531
1702,Westbound Parker St @ Springer Ave,-122.988246,49.275557
1703,Southbound Delta Ave @ Parker St,-122.992251,49.27518
1704,Southbound Delta Ave @ Northlawn Dr,-122.992254,49.272496
1705,Southbound Delta Ave @ Southlawn Dr,-122.992268,49.269784
1706,Southbound Delta Ave @ Brentlawn Dr,-122.992305,49.268504
1707,Westbound Brentlawn Dr @ Beta Ave,-122.997503,49.268596
1708,Westbound Brentlawn Dr @ Fairlawn Dr,-123.000223,49.270171
1709,Eastbound W Hastings St @ Carrall St,-123.104795,49.281469
1710,Southbound Holdom Ave @ Hastings St,-122.981029,49.279971
1711,Southbound Holdom Ave @ Georgia St,-122.981038,49.277852
1712,Southbound Holdom Ave @ Parker St,-122.981168,49.275162
