name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating,point
Unique Studio | Perfect Location | Gorgeous view!,https://www.airbnb.com/rooms/51429827,"Vancouver, British Columbia, Canada",49.27578,-123.12991,329.0,Entire home/apt,,POINT (-123.12991 49.27578)
"Beautiful penthouse with city, ocean & mtn views!",https://www.airbnb.com/rooms/51435213,,49.28194,-123.08367,185.0,Entire home/apt,4.92,POINT (-123.08367 49.28194)
MODERN STYLE!!! Sunrise Laneway House,https://www.airbnb.com/rooms/51442318,"Vancouver, British Columbia, Canada",49.26998,-123.03715,200.0,Entire home/apt,,POINT (-123.03715 49.26998)
"Incredible Views 1 BR King Bed, City Center & AC!",https://www.airbnb.com/rooms/51445585,"Vancouver, British Columbia, Canada",49.2817,-123.12652,189.0,Entire home/apt,5.0,POINT (-123.12652 49.2817)
Granville Island Oasis With Stunning Views,https://www.airbnb.com/rooms/51453194,,49.27066,-123.1412,250.0,Entire home/apt,5.0,POINT (-123.1412 49.27066)
QE Park Homelike 2 Beds Suite,https://www.airbnb.com/rooms/51453218,"Vancouver, British Columbia, Canada",49.2286,-123.10228,179.0,Entire home/apt,4.94,POINT (-123.10228 49.2286)
Modern entire condo with breathtaking view,https://www.airbnb.com/rooms/51454911,,49.24753,-123.0894,146.0,Entire home/apt,5.0,POINT (-123.0894 49.24753)
Freshly Renovated Main Floor Suite with Park Views,https://www.airbnb.com/rooms/51456497,"Vancouver, British Columbia, Canada",49.28065,-123.07268,260.0,Entire home/apt,5.0,POINT (-123.07268 49.28065)
Private Rooftop—West End Townhouse [Pet Friendly],https://www.airbnb.com/rooms/51456899,"Vancouver, British Columbia, Canada",49.28966,-123.1333,427.0,Entire home/apt,4.68,POINT (-123.1333 49.28966)
"Clean! Downtown Views, Modern, Pool, Gym, Parking!",https://www.airbnb.com/rooms/51457997,"Vancouver, British Columbia, Canada",49.278667,-123.107681,324.0,Entire home/apt,4.84,POINT (-123.107681 49.278667)
E. Vancouver Modern Home Next to Skytrain!,https://www.airbnb.com/rooms/51466611,,49.23929,-123.0323,100.0,Entire home/apt,5.0,POINT (-123.0323 49.23929)
Spacious 2 bdrm suite in a quiet residential area.,https://www.airbnb.com/rooms/51468414,"Vancouver, British Columbia, Canada",49.22643,-123.09187,165.0,Entire home/apt,5.0,POINT (-123.09187 49.22643)
MODERN! Sunrise Laneway House-Room #1-Female Only,https://www.airbnb.com/rooms/51476043,"Vancouver, British Columbia, Canada",49.26918,-123.03743,63.0,Private room,5.0,POINT (-123.03743 49.26918)
MODERN! Sunrise Laneway House-Room #2-Female Only,https://www.airbnb.com/rooms/51476263,"Vancouver, British Columbia, Canada",49.26947,-123.039,63.0,Private room,5.0,POINT (-123.039 49.26947)
Lovely room in the heart of downtown.,https://www.airbnb.com/rooms/51485574,,49.27846,-123.13406,143.0,Private room,4.98,POINT (-123.13406 49.27846)
Modern 1 Bedroom Apt w/ AC at Stadium Station,https://www.airbnb.com/rooms/51486439,"Vancouver, British Columbia, Canada",49.27926,-123.11004,258.0,Entire home/apt,4.93,POINT (-123.11004 49.27926)
Master bedroom with bath - 3 mins walk to Skytrain,https://www.airbnb.com/rooms/51488179,"Vancouver, British Columbia, Canada",49.25144,-123.05394,125.0,Private room,4.62,POINT (-123.05394 49.25144)
Cozy Single Room ¹²,https://www.airbnb.com/rooms/51497054,,49.223705,-123.130417,109.0,Entire home/apt,4.56,POINT (-123.130417 49.223705)
Yaletown 2BR Luxury condo with large private patio,https://www.airbnb.com/rooms/51505351,"Vancouver, British Columbia, Canada",49.276043,-123.12249,1000.0,Entire home/apt,5.0,POINT (-123.12249 49.276043)
"Quiet, Sunny and Spacious Condo",https://www.airbnb.com/rooms/51505411,,49.2085,-123.13856,193.0,Entire home/apt,4.39,POINT (-123.13856 49.2085)
Modern minimalist New England style townhouse,https://www.airbnb.com/rooms/51508961,"Vancouver, British Columbia, Canada",49.23961,-123.05595,358.0,Entire home/apt,4.91,POINT (-123.05595 49.23961)
Amazing Vancouver Luxury House,https://www.airbnb.com/rooms/51509100,"Vancouver, British Columbia, Canada",49.25387,-123.17662,300.0,Entire home/apt,5.0,POINT (-123.17662 49.25387)
Individual Studio,https://www.airbnb.com/rooms/51517972,,49.22635,-123.12193,65.0,Private room,5.0,POINT (-123.12193 49.22635)
New sleek condo at Main and 16th,https://www.airbnb.com/rooms/51519104,,49.25769,-123.09847,105.0,Entire home/apt,5.0,POINT (-123.09847 49.25769)
Downtown Executive Corner Suite,https://www.airbnb.com/rooms/51520124,,49.27585,-123.1229,1686.0,Entire home/apt,,POINT (-123.1229 49.27585)
Bright room with shared bathroom,https://www.airbnb.com/rooms/51544917,,49.23809698892865,-123.12746211374665,98.0,Private room,4.58,POINT (-123.12746211374665 49.23809698892865)
"Beautiful, Bright & Spacious 1 Bed Loft DT Van",https://www.airbnb.com/rooms/51560463,"Vancouver, British Columbia, Canada",49.27813,-123.12249,249.0,Entire home/apt,4.84,POINT (-123.12249 49.27813)
Gorgeous Park-facing House off Commercial Drive,https://www.airbnb.com/rooms/51565160,"Vancouver, British Columbia, Canada",49.27908,-123.07132,200.0,Entire home/apt,4.86,POINT (-123.07132 49.27908)
PPRM Lotus small single house one bedroom,https://www.airbnb.com/rooms/51568512,,49.23406,-123.11112,173.0,Entire home/apt,3.72,POINT (-123.11112 49.23406)
Vancouver House Flexible Stays 812 (+30 days),https://www.airbnb.com/rooms/51578337,"Vancouver, British Columbia, Canada",49.274403,-123.130981,120.0,Entire home/apt,4.33,POINT (-123.130981 49.274403)
Sunny two-bedroom Kitsilano Heritage Home,https://www.airbnb.com/rooms/51580147,"Vancouver, British Columbia, Canada",49.26862,-123.16129,407.0,Entire home/apt,4.94,POINT (-123.16129 49.26862)
Spacious and convenience 2 BR suite by Central Pk,https://www.airbnb.com/rooms/51582019,"Vancouver, British Columbia, Canada",49.22571,-123.0248,171.0,Entire home/apt,4.65,POINT (-123.0248 49.22571)
The Eton Street Suite,https://www.airbnb.com/rooms/51583568,"Vancouver, British Columbia, Canada",49.28856,-123.05462,154.0,Entire home/apt,4.97,POINT (-123.05462 49.28856)
Gorgeous Dunbar/ Point Grey Home,https://www.airbnb.com/rooms/51600291,,49.25646,-123.18465,3257.0,Entire home/apt,,POINT (-123.18465 49.25646)
Heart of Kits Condo❤️,https://www.airbnb.com/rooms/51604803,,49.26916,-123.15598,320.0,Entire home/apt,5.0,POINT (-123.15598 49.26916)
Smart+Modern⬩6min→DT⬩Keyless⬩Parking⬩City Views,https://www.airbnb.com/rooms/51634125,"Vancouver, British Columbia, Canada",49.28193,-123.08341,125.0,Entire home/apt,5.0,POINT (-123.08341 49.28193)
1 bedroom suite in basement,https://www.airbnb.com/rooms/51637019,,49.22628,-123.1219,55.0,Entire home/apt,4.5,POINT (-123.1219 49.22628)
Renovated Private House in the Heart of Vancouver,https://www.airbnb.com/rooms/51640481,"Vancouver, British Columbia, Canada",49.23633,-123.08747,135.0,Entire home/apt,4.88,POINT (-123.08747 49.23633)
Centrally located 2-bedroom residential suite,https://www.airbnb.com/rooms/51641491,"Vancouver, British Columbia, Canada",49.26059,-123.08626,186.0,Entire home/apt,5.0,POINT (-123.08626 49.26059)
Penthouse with patio and breathtaking views of DT,https://www.airbnb.com/rooms/51656840,"Vancouver, British Columbia, Canada",49.27818,-123.1205,364.0,Entire home/apt,4.88,POINT (-123.1205 49.27818)
Cozy & clean 1 bedroom suite with private entrance,https://www.airbnb.com/rooms/51657992,,49.25068,-123.07965,110.0,Entire home/apt,4.75,POINT (-123.07965 49.25068)
☃️Travelers Escape🎄Cozy DT One Bed w/ Pkg/pool+tub,https://www.airbnb.com/rooms/51659675,"Vancouver, British Columbia, Canada",49.2781,-123.10608,171.0,Entire home/apt,4.65,POINT (-123.10608 49.2781)
Mid-Century Modern Beach House,https://www.airbnb.com/rooms/51671718,,49.27402,-123.15025,375.0,Entire home/apt,4.8,POINT (-123.15025 49.27402)
Cozy Suite in Trendy Hastings Sunrise - Vancouver,https://www.airbnb.com/rooms/51694092,"Vancouver, British Columbia, Canada",49.28981,-123.04691,117.0,Entire home/apt,4.81,POINT (-123.04691 49.28981)
Vancouver Two Bedroom Unit,https://www.airbnb.com/rooms/51694363,,49.27889,-123.12709,498.0,Entire home/apt,,POINT (-123.12709 49.27889)
Luxury one bedroom condo in the heart of Yaletown,https://www.airbnb.com/rooms/51712984,,49.27804,-123.12067,260.0,Entire home/apt,4.89,POINT (-123.12067 49.27804)
Luxurious King Bed Suite With A/C & Free Parking ❤,https://www.airbnb.com/rooms/51728523,"Vancouver, British Columbia, Canada",49.27885,-123.10595,224.0,Entire home/apt,4.73,POINT (-123.10595 49.27885)
Historic Cottage Minutes from Downtown Vancouver!,https://www.airbnb.com/rooms/51729672,"Vancouver, British Columbia, Canada",49.27557,-123.09299,129.0,Entire home/apt,4.8,POINT (-123.09299 49.27557)
Cozy Cedar Cottage Suite,https://www.airbnb.com/rooms/51744891,"Vancouver, British Columbia, Canada",49.25902,-123.08134,163.0,Entire home/apt,4.92,POINT (-123.08134 49.25902)
Kitsilano Waterfront Getaway,https://www.airbnb.com/rooms/51745176,"Vancouver, British Columbia, Canada",49.271172,-123.176331,271.0,Entire home/apt,5.0,POINT (-123.176331 49.271172)
"Brand-new modern suite, 5* location",https://www.airbnb.com/rooms/51751196,"Vancouver, British Columbia, Canada",49.269785,-123.0641753,147.0,Private room,5.0,POINT (-123.0641753 49.269785)
Gorgeous City/Water views DT Vancouver+Parking!,https://www.airbnb.com/rooms/51753888,"Vancouver, British Columbia, Canada",49.27925,-123.10998,507.0,Entire home/apt,4.8,POINT (-123.10998 49.27925)
Lovely two bedrooms near airport,https://www.airbnb.com/rooms/51755157,"Vancouver, British Columbia, Canada",49.20967,-123.14499,139.0,Entire home/apt,4.62,POINT (-123.14499 49.20967)
Downtown Townhouse • A/C unit • Private Rooftop,https://www.airbnb.com/rooms/51763437,"Vancouver, British Columbia, Canada",49.28958,-123.13221,449.0,Entire home/apt,4.6,POINT (-123.13221 49.28958)
"Brand new, adorable 1 bedroom with free parking.",https://www.airbnb.com/rooms/51763960,,49.27409,-123.04906,136.0,Entire home/apt,4.92,POINT (-123.04906 49.27409)
"Spacious 2 bedroom, 1 bathroom, heated pool & gym",https://www.airbnb.com/rooms/51780976,"Vancouver, British Columbia, Canada",49.27902,-123.12746,500.0,Entire home/apt,5.0,POINT (-123.12746 49.27902)
1 Bed Mount Pleasant Apartment with Mountain Views,https://www.airbnb.com/rooms/51786963,"Vancouver, British Columbia, Canada",49.2635,-123.09994,187.0,Entire home/apt,4.97,POINT (-123.09994 49.2635)
SunRise House,https://www.airbnb.com/rooms/51787567,"Richmond, British Columbia, Canada",49.19921,-123.1118,99.0,Private room,4.88,POINT (-123.1118 49.19921)
Heart of downtown loft with a secured parking,https://www.airbnb.com/rooms/51789169,,49.27808,-123.12087,300.0,Entire home/apt,5.0,POINT (-123.12087 49.27808)
19-5-9 Private room Convenient to Downtown,https://www.airbnb.com/rooms/51790549,,49.25322,-123.09193,130.0,Private room,4.0,POINT (-123.09193 49.25322)
Lovely 1-bed condo outside downtown Vancouver,https://www.airbnb.com/rooms/51801222,"Vancouver, British Columbia, Canada",49.27866,-123.09776,155.0,Entire home/apt,5.0,POINT (-123.09776 49.27866)
Joyce Station✩2BR King Bed✩Renovated Vintage,https://www.airbnb.com/rooms/51802018,"Vancouver, British Columbia, Canada",49.22788,-123.03137,147.0,Entire home/apt,4.88,POINT (-123.03137 49.22788)
NEW Upscale Yaletown Retreat,https://www.airbnb.com/rooms/51804359,,49.27497,-123.1168,250.0,Entire home/apt,5.0,POINT (-123.1168 49.27497)
Downtown @ Roger Arena/Yale & Gastown+ Free Park!,https://www.airbnb.com/rooms/51806219,"Vancouver, British Columbia, Canada",49.27846,-123.10652,248.0,Entire home/apt,4.79,POINT (-123.10652 49.27846)
Best Coach House On the West Side,https://www.airbnb.com/rooms/51819596,,49.25602,-123.1761,292.0,Entire home/apt,4.75,POINT (-123.1761 49.25602)
Park-View Executive Condo Suite,https://www.airbnb.com/rooms/51843997,,49.27583,-123.12391,1686.0,Entire home/apt,,POINT (-123.12391 49.27583)
2Bed with Pool/CityView by Skytrain/1Prkg-Sleeps 4,https://www.airbnb.com/rooms/51844910,"Vancouver, British Columbia, Canada",49.28059,-123.10982,233.0,Entire home/apt,4.65,POINT (-123.10982 49.28059)
"Private, Newly Renovated 1-BD Guest Suite",https://www.airbnb.com/rooms/51869906,"Vancouver, British Columbia, Canada",49.23589,-123.07606,126.0,Entire home/apt,5.0,POINT (-123.07606 49.23589)
The Long Term Deal,https://www.airbnb.com/rooms/51871378,"Vancouver, British Columbia, Canada",49.27833,-123.10575,110.0,Entire home/apt,4.75,POINT (-123.10575 49.27833)
#Centrally located in Downtown. Swimming pool+gym,https://www.airbnb.com/rooms/51871971,"Vancouver, British Columbia, Canada",49.2805,-123.10714,260.0,Entire home/apt,4.88,POINT (-123.10714 49.2805)
Elegant 3-bedroom House in East Vancouver,https://www.airbnb.com/rooms/51873520,,49.22997,-123.05736,244.0,Entire home/apt,4.84,POINT (-123.05736 49.22997)
Entire Loft ❱ Mount Pleasant ❱ CENTRAL,https://www.airbnb.com/rooms/51881533,,49.26745,-123.09761,164.0,Entire home/apt,5.0,POINT (-123.09761 49.26745)
Character Kitsilano 3 bedroom  & office home,https://www.airbnb.com/rooms/51884205,,49.26994,-123.1839,756.0,Entire home/apt,5.0,POINT (-123.1839 49.26994)
"3-Bedroom private basement unit,quiet neighborhood",https://www.airbnb.com/rooms/51885363,,49.23394,-123.09927,156.0,Entire home/apt,5.0,POINT (-123.09927 49.23394)
Private & Cozy 3BR Laneway House in Great Location,https://www.airbnb.com/rooms/51888235,"Vancouver, British Columbia, Canada",49.23647,-123.08041,179.0,Entire home/apt,4.76,POINT (-123.08041 49.23647)
Bright guest-private space in heart of Kits,https://www.airbnb.com/rooms/51888662,"Vancouver, British Columbia, Canada",49.26018,-123.1552,180.0,Entire home/apt,4.77,POINT (-123.1552 49.26018)
Entire Private Suite in Centre of Vancouver - 2 BR,https://www.airbnb.com/rooms/51890015,"Vancouver, British Columbia, Canada",49.23888,-123.08173,169.0,Entire home/apt,4.77,POINT (-123.08173 49.23888)
Entire Luxury Condominium | Downtown | Parking,https://www.airbnb.com/rooms/51911331,,49.28003,-123.10926,464.0,Entire home/apt,4.7,POINT (-123.10926 49.28003)
The West Side Family Home,https://www.airbnb.com/rooms/51911637,,49.22466,-123.15107,1120.0,Entire home/apt,4.86,POINT (-123.15107 49.22466)
Bed in 4-bed Female Dorm,https://www.airbnb.com/rooms/51929808,,49.28001,-123.12241,94.0,Shared room,4.71,POINT (-123.12241 49.28001)
Luxurious High End 2 bedroom Condo/Ug Parking,https://www.airbnb.com/rooms/51937252,,49.2814,-123.1179,571.0,Entire home/apt,4.85,POINT (-123.1179 49.2814)
Adorable 2 bedroom Dunbar suite gas fireplace -UBC,https://www.airbnb.com/rooms/51939685,"Vancouver, British Columbia, Canada",49.25369,-123.18446,155.0,Entire home/apt,5.0,POINT (-123.18446 49.25369)
"Spacious 2 bedroom, 2 bathroom, heated pool & gym",https://www.airbnb.com/rooms/51963608,,49.27879,-123.12752,943.0,Entire home/apt,4.0,POINT (-123.12752 49.27879)
1425 Haro St - 2 Bedrooms - Downtown Vancouver,https://www.airbnb.com/rooms/51970027,"Vancouver, British Columbia, Canada",49.28746,-123.13002,125.0,Entire home/apt,,POINT (-123.13002 49.28746)
Brand new guest suite YVR - free pick up/drop off,https://www.airbnb.com/rooms/51970684,"Richmond, British Columbia, Canada",49.18927,-123.1475,135.0,Entire home/apt,4.8,POINT (-123.1475 49.18927)
Central & Modern 2 BDR Suite near Kensington Park,https://www.airbnb.com/rooms/51977761,,49.24236,-123.07909,179.0,Entire home/apt,4.88,POINT (-123.07909 49.24236)
"Relaxing brand new home, fab location & Superhost",https://www.airbnb.com/rooms/51980073,"Vancouver, British Columbia, Canada",49.25188,-123.096,72.0,Entire home/apt,4.83,POINT (-123.096 49.25188)
Unique Oasis in the heart of Kitsilano,https://www.airbnb.com/rooms/51980737,,49.26598,-123.15625,189.0,Entire home/apt,5.0,POINT (-123.15625 49.26598)
Bay Studio - Bright Corner @ Kitsilano / Greektown,https://www.airbnb.com/rooms/51982771,"Vancouver, British Columbia, Canada",49.26313,-123.17929,97.0,Entire home/apt,5.0,POINT (-123.17929 49.26313)
Zen studio in trendy mount pleasant,https://www.airbnb.com/rooms/51987071,,49.25908,-123.09841,145.0,Entire home/apt,5.0,POINT (-123.09841 49.25908)
"Corner unit! Stunning views, free parking, 2BD/2BA",https://www.airbnb.com/rooms/51988204,"Vancouver, British Columbia, Canada",49.28082,-123.10864,367.0,Entire home/apt,4.83,POINT (-123.10864 49.28082)
High end apartment near airport and transport,https://www.airbnb.com/rooms/52012487,"Richmond, British Columbia, Canada",49.18863,-123.13356,249.0,Entire home/apt,4.71,POINT (-123.13356 49.18863)
Maison de Bella  1 BDR Suite | Private Entrance |,https://www.airbnb.com/rooms/52014181,"Vancouver, British Columbia, Canada",49.24825,-123.04165,100.0,Entire home/apt,4.91,POINT (-123.04165 49.24825)
Cozy 2bedroom entire guesthouse,https://www.airbnb.com/rooms/52014961,"Vancouver, British Columbia, Canada",49.226768,-123.071358,155.0,Entire home/apt,4.71,POINT (-123.071358 49.226768)
RARE Magnificent Luxury Condo w/ 2750 sqft Space!,https://www.airbnb.com/rooms/52027528,"Vancouver, British Columbia, Canada",49.27366,-123.12863,460.0,Entire home/apt,,POINT (-123.12863 49.27366)
one bedroom in central Vancouver. (lady only),https://www.airbnb.com/rooms/52028010,,49.23614,-123.0482,104.0,Private room,4.71,POINT (-123.0482 49.23614)
Luxury 2 Bedroom Stunner: Amazing Central Location,https://www.airbnb.com/rooms/52052930,"Vancouver, British Columbia, Canada",49.279301,-123.107849,416.0,Entire home/apt,4.88,POINT (-123.107849 49.279301)
Spacious Split Level Home Ideal for Long Stays,https://www.airbnb.com/rooms/52053918,,49.27856,-123.0335,650.0,Entire home/apt,4.94,POINT (-123.0335 49.27856)
The Moment💎 - Pool HotTub Balcony Gym ♥ | FreePKG,https://www.airbnb.com/rooms/52055809,"Vancouver, British Columbia, Canada",49.27932,-123.10776,349.0,Entire home/apt,4.45,POINT (-123.10776 49.27932)
"★ Rare Gem ★ New, Beautiful, Near Park & Ocean",https://www.airbnb.com/rooms/52075388,"Vancouver, British Columbia, Canada",49.25123,-123.18473,750.0,Entire home/apt,5.0,POINT (-123.18473 49.25123)
3 bedroom 2 washroom basement private suite,https://www.airbnb.com/rooms/52078383,"Vancouver, British Columbia, Canada",49.226768,-123.071358,148.0,Entire home/apt,5.0,POINT (-123.071358 49.226768)
Character Home w/ Chef's Kitchen & Secluded Garden,https://www.airbnb.com/rooms/52086928,"Vancouver, British Columbia, Canada",49.2094,-123.0703,270.0,Entire home/apt,4.93,POINT (-123.0703 49.2094)
Character home in fantastic neighborhood,https://www.airbnb.com/rooms/52090070,,49.277,-123.04394,100.0,Entire home/apt,4.5,POINT (-123.04394 49.277)
Cozy Central One Bedroom Garden Level Suite,https://www.airbnb.com/rooms/52091545,"Burnaby, British Columbia, Canada",49.24556,-123.01315,158.0,Entire home/apt,4.95,POINT (-123.01315 49.24556)
Modern Robson Street Condo Roof Deck and Patio,https://www.airbnb.com/rooms/52112673,,49.28781,-123.12937,105.0,Entire home/apt,4.8,POINT (-123.12937 49.28781)
Stunning and cosy new suite with private room&bath,https://www.airbnb.com/rooms/52151125,"Vancouver, British Columbia, Canada",49.24245,-123.14458,189.0,Private room,4.6,POINT (-123.14458 49.24245)
Winter Special: Spacious & panoramic: 1 bed+office,https://www.airbnb.com/rooms/52164791,,49.28692,-123.12787,113.0,Entire home/apt,4.5,POINT (-123.12787 49.28692)
Brand new suite with stunning private room&bath,https://www.airbnb.com/rooms/52171924,"Vancouver, British Columbia, Canada",49.24234,-123.14294,189.0,Private room,4.63,POINT (-123.14294 49.24234)
Spacious Brand new suite with private bed and bath,https://www.airbnb.com/rooms/52172651,"Vancouver, British Columbia, Canada",49.24278,-123.1436,189.0,Private room,4.8,POINT (-123.1436 49.24278)
Yoyo’s Lovely Private Lodge,https://www.airbnb.com/rooms/52172680,"Vancouver, British Columbia, Canada",49.24699,-123.10573,173.0,Entire home/apt,5.0,POINT (-123.10573 49.24699)
The Refresh💞 - with Balcony🍷FreePKG,https://www.airbnb.com/rooms/52202007,,49.27766,-123.10818,359.0,Entire home/apt,4.38,POINT (-123.10818 49.27766)
Central Luxury Sub Penthouse Spacious Condo,https://www.airbnb.com/rooms/52239994,,49.27781,-123.12172,159.0,Entire home/apt,4.8,POINT (-123.12172 49.27781)
Stunning Mountain and City Views - (30 day min),https://www.airbnb.com/rooms/52244046,,49.27442,-123.11463,315.0,Entire home/apt,5.0,POINT (-123.11463 49.27442)
"Modern Luxury, Great Location, Mountain View!",https://www.airbnb.com/rooms/52246368,"Vancouver, British Columbia, Canada",49.26967,-123.10033,262.0,Entire home/apt,5.0,POINT (-123.10033 49.26967)
LUXURY DOWNTOWN VANCOUVER 1bd lounge with parking!,https://www.airbnb.com/rooms/52248459,"Vancouver, British Columbia, Canada",49.27794,-123.13074,280.0,Entire home/apt,4.87,POINT (-123.13074 49.27794)
Cozy 2BD condo with free parking!,https://www.airbnb.com/rooms/52257213,,49.26669,-123.10033,200.0,Entire home/apt,4.88,POINT (-123.10033 49.26669)
Hidden Gem mins to Historic Gastown /BBQ courtyard,https://www.airbnb.com/rooms/52258731,"Vancouver, British Columbia, Canada",49.28068,-123.10356,167.0,Entire home/apt,4.75,POINT (-123.10356 49.28068)
Historic Victorian minutes from Downtown Vancouver,https://www.airbnb.com/rooms/52262824,"Vancouver, British Columbia, Canada",49.27618,-123.09121,1077.0,Entire home/apt,5.0,POINT (-123.09121 49.27618)
Nice townhouse in quiet complex.,https://www.airbnb.com/rooms/52262826,,49.25556,-123.09243,120.0,Entire home/apt,5.0,POINT (-123.09243 49.25556)
Room for rent in Kitsilano with private patio,https://www.airbnb.com/rooms/52266281,,49.27048,-123.15568,107.0,Private room,5.0,POINT (-123.15568 49.27048)
Brand new 3BDR Suite near Queen Elizabeth Park,https://www.airbnb.com/rooms/52268129,"Vancouver, British Columbia, Canada",49.24715,-123.10489,438.0,Entire home/apt,4.47,POINT (-123.10489 49.24715)
Luxurious suite Downtown Vancouver + perfect views,https://www.airbnb.com/rooms/52269475,,49.27418,-123.11587,175.0,Entire home/apt,,POINT (-123.11587 49.27418)
BEST LOCATION - 2BED/2BATH - w/City View and A/C,https://www.airbnb.com/rooms/52270025,,49.28257,-123.12609,475.0,Entire home/apt,4.88,POINT (-123.12609 49.28257)
Near Skytrain and park Vancouver,https://www.airbnb.com/rooms/52270665,"Vancouver, British Columbia, Canada",49.23571,-123.11289,175.0,Private room,5.0,POINT (-123.11289 49.23571)
Lovely Downtown Condo 2 Bdrm 2 Bath (Amazing View),https://www.airbnb.com/rooms/52284362,"Vancouver, British Columbia, Canada",49.27767,-123.11015,429.0,Entire home/apt,4.8,POINT (-123.11015 49.27767)
"Charming, Newly-Renovated Suite in Fraser Hood",https://www.airbnb.com/rooms/52290090,"Vancouver, British Columbia, Canada",49.23855,-123.08754,156.0,Entire home/apt,4.76,POINT (-123.08754 49.23855)
AC/Pool/Hot tub/Yaletown 7 mins Beach Lux Skytrain,https://www.airbnb.com/rooms/52300451,,49.27195,-123.12952,171.0,Entire home/apt,4.92,POINT (-123.12952 49.27195)
Basement with a private entrance near BCIT,https://www.airbnb.com/rooms/52310314,"Burnaby, British Columbia, Canada",49.245995,-123.014458,100.0,Entire home/apt,4.7,POINT (-123.014458 49.245995)
"Renovated one-bedroom apt/pool, hot tub, parking",https://www.airbnb.com/rooms/52319518,"Vancouver, British Columbia, Canada",49.2781,-123.10615,198.0,Entire home/apt,4.8,POINT (-123.10615 49.2781)
Luxurious 2 bedroom in Grandview-Woodlands.,https://www.airbnb.com/rooms/52321610,"Vancouver, British Columbia, Canada",49.27585,-123.05692,175.0,Entire home/apt,5.0,POINT (-123.05692 49.27585)
Luxurious yet Homely with a Pool and Gym,https://www.airbnb.com/rooms/52322712,"Vancouver, British Columbia, Canada",49.27377,-123.12848,190.0,Entire home/apt,4.78,POINT (-123.12848 49.27377)
1 Bedroom Basement Suite near PNE East Vancouver,https://www.airbnb.com/rooms/52338385,"Vancouver, British Columbia, Canada",49.27345,-123.0361,89.0,Entire home/apt,4.7,POINT (-123.0361 49.27345)
Westside Brand New Beautiful Home near Oakridge,https://www.airbnb.com/rooms/52339409,,49.22732,-123.11203,750.0,Entire home/apt,,POINT (-123.11203 49.22732)
*BRAND NEW* Modern 3BR Sub-Penthouse w Water Views,https://www.airbnb.com/rooms/52352286,"Vancouver, British Columbia, Canada",49.28899,-123.12951,530.0,Entire home/apt,,POINT (-123.12951 49.28899)
Upscale 2-Bedroom Rental right across Sunset Beach,https://www.airbnb.com/rooms/52354887,"Vancouver, British Columbia, Canada",49.27898,-123.13652,279.0,Entire home/apt,4.43,POINT (-123.13652 49.27898)
Conveniently located in the heart of Downtown-105,https://www.airbnb.com/rooms/52383437,"Vancouver, British Columbia, Canada",49.27776,-123.13194,100.0,Entire home/apt,4.75,POINT (-123.13194 49.27776)
"Stunning Loft! 1200 sq ft, King Bed & Parking!",https://www.airbnb.com/rooms/52385091,"Vancouver, British Columbia, Canada",49.282501,-123.103249,339.0,Entire home/apt,5.0,POINT (-123.103249 49.282501)
Downtown Condo Stadium Water Views+Free Parking,https://www.airbnb.com/rooms/52385276,"Vancouver, British Columbia, Canada",49.27922,-123.10629,290.0,Entire home/apt,4.54,POINT (-123.10629 49.27922)
Lovely 2 Bed 2 Bath with Free Parking on site,https://www.airbnb.com/rooms/52389678,,49.27802,-123.13082,289.0,Entire home/apt,4.76,POINT (-123.13082 49.27802)
Spacious 1bdr cozy unit-Cambie/Main St,https://www.airbnb.com/rooms/52405959,,49.25868,-123.11124,120.0,Entire home/apt,5.0,POINT (-123.11124 49.25868)
Penthouse w/ 3 Decks on Seawall with Water Views.,https://www.airbnb.com/rooms/52406989,"Vancouver, British Columbia, Canada",49.27424,-123.13379,546.0,Entire home/apt,5.0,POINT (-123.13379 49.27424)
Mt Pleasant Large 1 Bedroom,https://www.airbnb.com/rooms/52410635,,49.26074,-123.09872,132.0,Entire home/apt,5.0,POINT (-123.09872 49.26074)
Gorgeous 1-bedroom Loft with 400sf terrace,https://www.airbnb.com/rooms/52421120,,49.26426,-123.11431,50.0,Entire home/apt,5.0,POINT (-123.11431 49.26426)
Yaletown Luxury 1BR Free Parking,https://www.airbnb.com/rooms/52439913,,49.2761,-123.13197,140.0,Entire home/apt,4.4,POINT (-123.13197 49.2761)
"Luminous, Impeccable, and Charming Garden Studio",https://www.airbnb.com/rooms/52442918,,49.26738,-123.06029,90.0,Private room,4.3,POINT (-123.06029 49.26738)
Lovely 1 bedroom condo with A/C in Yaletown,https://www.airbnb.com/rooms/52443346,,49.27357,-123.11542,299.0,Entire home/apt,4.96,POINT (-123.11542 49.27357)
Adorable brandnew private suite in Vancouver,https://www.airbnb.com/rooms/52444764,"Vancouver, British Columbia, Canada",49.2466,-123.06222,95.0,Entire home/apt,4.73,POINT (-123.06222 49.2466)
2-bedroom Private Suite in Sunset Area,https://www.airbnb.com/rooms/52446690,"Vancouver, British Columbia, Canada",49.21347,-123.1018,209.0,Entire home/apt,5.0,POINT (-123.1018 49.21347)
Modern 1BR + Parking / Great Location,https://www.airbnb.com/rooms/52466337,"Vancouver, British Columbia, Canada",49.28772,-123.1247,262.0,Entire home/apt,4.68,POINT (-123.1247 49.28772)
