name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating,point
Vancouver great location,https://www.airbnb.com/rooms/10472216,,49.26355,-123.15325,115.0,Entire home/apt,4.9,POINT (-123.15325 49.26355)
West end haven,https://www.airbnb.com/rooms/10523480,"Vancouver, British Columbia, Canada",49.28668,-123.13599,198.0,Entire home/apt,4.88,POINT (-123.13599 49.28668)
"Vancouver, Apartment Garden Level/Bsmt Suite",https://www.airbnb.com/rooms/10541223,"Vancouver, British Columbia, Canada",49.25291,-123.11915,172.0,Entire home/apt,4.79,POINT (-123.11915 49.25291)
Modern Yaletown Condo,https://www.airbnb.com/rooms/10569670,"Vancouver, British Columbia, Canada",49.27523,-123.12912,120.0,Entire home/apt,4.44,POINT (-123.12912 49.27523)
New 1200sqft Spacious Central Netflix Pool Aircon,https://www.airbnb.com/rooms/10598712,"Vancouver, British Columbia, Canada",49.28301,-123.12357,220.0,Entire home/apt,4.95,POINT (-123.12357 49.28301)
NEW EXECUTIVE BASEMENT SUITE WITH PRIVATE ENTRANCE,https://www.airbnb.com/rooms/10598772,"Vancouver, British Columbia, Canada",49.20777,-123.14613,91.0,Entire home/apt,4.89,POINT (-123.14613 49.20777)
Bright corner suite loft.,https://www.airbnb.com/rooms/10612995,,49.26545,-123.14055,250.0,Entire home/apt,4.86,POINT (-123.14055 49.26545)
Willow Tree Fort,https://www.airbnb.com/rooms/10618317,"Vancouver, British Columbia, Canada",49.24354,-123.07279,100.0,Entire home/apt,5.0,POINT (-123.07279 49.24354)
"Colourful, Cozy, Commercial Drive!",https://www.airbnb.com/rooms/10619943,"Vancouver, British Columbia, Canada",49.27036,-123.06444,286.0,Entire home/apt,4.94,POINT (-123.06444 49.27036)
"Dunbar, West Point Grey Entire House",https://www.airbnb.com/rooms/10679492,"Vancouver, British Columbia, Canada",49.25779,-123.1951,435.0,Entire home/apt,5.0,POINT (-123.1951 49.25779)
Residency Boutique Suites - King suite,https://www.airbnb.com/rooms/10811008,"Vancouver, British Columbia, Canada",49.28593,-123.11571,151.0,Entire home/apt,4.82,POINT (-123.11571 49.28593)
The WaterTank - Luxurious Downtown Loft,https://www.airbnb.com/rooms/10924322,"Vancouver, British Columbia, Canada",49.28196,-123.10734,250.0,Entire home/apt,4.85,POINT (-123.10734 49.28196)
Tranquility in the Heart of Downtown,https://www.airbnb.com/rooms/10929677,"Vancouver, British Columbia, Canada",49.27952,-123.12752,246.0,Entire home/apt,4.84,POINT (-123.12752 49.27952)
1 BR with patio in trendy Chinatown,https://www.airbnb.com/rooms/10939480,"Vancouver, British Columbia, Canada",49.28037,-123.10059,107.0,Entire home/apt,4.9,POINT (-123.10059 49.28037)
Very Vancouver! Main St. Apartment,https://www.airbnb.com/rooms/10946286,"Vancouver, British Columbia, Canada",49.27912,-123.10065,135.0,Entire home/apt,4.98,POINT (-123.10065 49.27912)
GREAT 1 BDRM in DOWNTOWN,https://www.airbnb.com/rooms/10964894,"Vancouver, British Columbia, Canada",49.27462,-123.12576,82.0,Entire home/apt,4.79,POINT (-123.12576 49.27462)
Nice Main Street 2 Bedroom Garden Suite,https://www.airbnb.com/rooms/10969354,"Vancouver, British Columbia, Canada",49.23467,-123.10364,149.0,Entire home/apt,4.0,POINT (-123.10364 49.23467)
Cozy Modern 2BR Suite Near UBC,https://www.airbnb.com/rooms/10992078,,49.25315,-123.17653,109.0,Entire home/apt,4.74,POINT (-123.17653 49.25315)
Beautiful Kits Suite,https://www.airbnb.com/rooms/11082375,"Vancouver, British Columbia, Canada",49.25955,-123.15479,200.0,Entire home/apt,4.88,POINT (-123.15479 49.25955)
Modern Olympic Village walk-up,https://www.airbnb.com/rooms/11102652,"Vancouver, British Columbia, Canada",49.2691,-123.10345,150.0,Entire home/apt,4.97,POINT (-123.10345 49.2691)
Modern Boutique Style on the Park,https://www.airbnb.com/rooms/11207279,"Vancouver, British Columbia, Canada",49.29236,-123.13609,119.0,Entire home/apt,4.91,POINT (-123.13609 49.29236)
Single bedroom with private access,https://www.airbnb.com/rooms/11242550,"Vancouver, British Columbia, Canada",49.25319,-123.03326,48.0,Private room,4.83,POINT (-123.03326 49.25319)
SPACIOUS 3 BEDROOM AT UNBEATABLE LOCATION!!,https://www.airbnb.com/rooms/11257559,"Vancouver, British Columbia, Canada",49.27747,-123.11853,130.0,Entire home/apt,5.0,POINT (-123.11853 49.27747)
The Patio Suite @ Grandview House,https://www.airbnb.com/rooms/11261229,"Vancouver, British Columbia, Canada",49.27214050292969,-123.0706558227539,271.0,Entire home/apt,4.8,POINT (-123.0706558227539 49.27214050292969)
Cute East Van Garden Suite,https://www.airbnb.com/rooms/11355778,"Vancouver, British Columbia, Canada",49.27223,-123.06423,128.0,Entire home/apt,4.85,POINT (-123.06423 49.27223)
Charming cottage in awesome area,https://www.airbnb.com/rooms/11361362,"Vancouver, British Columbia, Canada",49.25747,-123.07134,200.0,Entire home/apt,4.61,POINT (-123.07134 49.25747)
Kitsilano Heritage House,https://www.airbnb.com/rooms/11378706,"Vancouver, British Columbia, Canada",49.26823,-123.16443,350.0,Entire home/apt,4.18,POINT (-123.16443 49.26823)
"Comfy, Artsy, 3-Bed Downtown House (Semi-Detached)",https://www.airbnb.com/rooms/11393844,"Vancouver, British Columbia, Canada",49.27779,-123.08743,358.0,Entire home/apt,4.95,POINT (-123.08743 49.27779)
Modern 1100 SF two Bedroom in Upper Kitsilano.,https://www.airbnb.com/rooms/11401593,"Vancouver, British Columbia, Canada",49.25919,-123.16995,299.0,Entire home/apt,4.99,POINT (-123.16995 49.25919)
Kitsilano Apartment by the Beach!,https://www.airbnb.com/rooms/11441600,"Vancouver, British Columbia, Canada",49.27431,-123.15094,79.0,Entire home/apt,4.75,POINT (-123.15094 49.27431)
Contemporary Coach House in the Heart of Vancouver,https://www.airbnb.com/rooms/11512985,"Vancouver, British Columbia, Canada",49.2477,-123.11188,180.0,Entire home/apt,4.93,POINT (-123.11188 49.2477)
VGH UBC Executive Luxury Bright 1BR Apartment,https://www.airbnb.com/rooms/11531546,"Vancouver, British Columbia, Canada",49.26107,-123.11587,111.0,Entire home/apt,4.85,POINT (-123.11587 49.26107)
Vancouver Single Room in Kensington-Cedar Cottage,https://www.airbnb.com/rooms/11546735,"Vancouver, British Columbia, Canada",49.24781,-123.06591,35.0,Private room,5.0,POINT (-123.06591 49.24781)
A sweet little East Van suite,https://www.airbnb.com/rooms/11548616,"Vancouver, British Columbia, Canada",49.28024,-123.04351,102.0,Entire home/apt,4.92,POINT (-123.04351 49.28024)
Vancouver Home - A Large Queen Bedroom,https://www.airbnb.com/rooms/11549700,"Vancouver, British Columbia, Canada",49.24569,-123.06533,50.0,Private room,5.0,POINT (-123.06533 49.24569)
Vancouver Double Room in Kensington-Cedar Cottage,https://www.airbnb.com/rooms/11550687,"Vancouver, British Columbia, Canada",49.24616,-123.0657,40.0,Private room,4.75,POINT (-123.0657 49.24616)
Downtown Vancouver Robson Street,https://www.airbnb.com/rooms/11588321,"Vancouver, British Columbia, Canada",49.27864,-123.11727,310.0,Entire home/apt,4.9,POINT (-123.11727 49.27864)
"Beautiful, bright & sunny  3BR in Posh Kitsilano",https://www.airbnb.com/rooms/11638140,"Vancouver, British Columbia, Canada",49.26907,-123.17436,495.0,Entire home/apt,4.98,POINT (-123.17436 49.26907)
"SPACIOUS, BRIGHT AND BEAUTIFUL APARTMENT",https://www.airbnb.com/rooms/11676181,"Vancouver, British Columbia, Canada",49.25809,-123.14494,138.0,Entire home/apt,5.0,POINT (-123.14494 49.25809)
Walk Everywhere! Sunny 1Br Downtown Vancouver,https://www.airbnb.com/rooms/11677580,"Vancouver, British Columbia, Canada",49.27928,-123.1249,175.0,Entire home/apt,4.91,POINT (-123.1249 49.27928)
Live in a sunny laneway house for a long stay!,https://www.airbnb.com/rooms/11677752,"Vancouver, British Columbia, Canada",49.22699,-123.09834,130.0,Entire home/apt,4.74,POINT (-123.09834 49.22699)
Spacious 2 bed in desired Kits!,https://www.airbnb.com/rooms/11681056,"Vancouver, British Columbia, Canada",49.26474,-123.1474,255.0,Entire home/apt,4.75,POINT (-123.1474 49.26474)
GG House - A Double Bed #2,https://www.airbnb.com/rooms/11688698,,49.24719,-123.06355,40.0,Private room,4.71,POINT (-123.06355 49.24719)
Come Home To Comfort - Character Kits Home  Sublet,https://www.airbnb.com/rooms/11713524,"Vancouver, British Columbia, Canada",49.2588,-123.17351,137.0,Entire home/apt,5.0,POINT (-123.17351 49.2588)
VGH UBC Executive Bright Luxury Studio Apartment,https://www.airbnb.com/rooms/11722747,"Vancouver, British Columbia, Canada",49.26,-123.11831,93.0,Entire home/apt,4.94,POINT (-123.11831 49.26)
Comfortable sofa in living room with great view,https://www.airbnb.com/rooms/11778149,,49.27831264376995,-123.10928267354085,44.0,Shared room,,POINT (-123.10928267354085 49.27831264376995)
In the heart of East Village A Loft,https://www.airbnb.com/rooms/11804380,"Vancouver, British Columbia, Canada",49.28223,-123.05257,231.0,Entire home/apt,4.83,POINT (-123.05257 49.28223)
Beautiful 1 Bedroom Apartment,https://www.airbnb.com/rooms/11826649,,49.2,-123.11237,100.0,Entire home/apt,4.8,POINT (-123.11237 49.2)
Main & King Garden Apartment,https://www.airbnb.com/rooms/11851708,"Vancouver, British Columbia, Canada",49.24992,-123.10578,145.0,Entire home/apt,4.83,POINT (-123.10578 49.24992)
YALETOWN SKYLINE TOWNHOUSE PARKING INCLUDED,https://www.airbnb.com/rooms/11868866,,49.27922,-123.12049,336.0,Entire home/apt,4.64,POINT (-123.12049 49.27922)
Yaletown Fully Furnished Studio at English Bay,https://www.airbnb.com/rooms/11922799,"Vancouver, British Columbia, Canada",49.27539,-123.13316,90.0,Entire home/apt,4.77,POINT (-123.13316 49.27539)
Stunning Kits Oasis!!!,https://www.airbnb.com/rooms/11941603,,49.26999,-123.16867,76.0,Private room,4.95,POINT (-123.16867 49.26999)
New Duplex in East Vancouver,https://www.airbnb.com/rooms/11950355,"Vancouver, British Columbia, Canada",49.26113,-123.07866,250.0,Entire home/apt,5.0,POINT (-123.07866 49.26113)
Beachfront Basement with Hot Tub and Steam Room,https://www.airbnb.com/rooms/11950920,"Vancouver, British Columbia, Canada",49.27017,-123.20673,137.0,Entire home/apt,4.93,POINT (-123.20673 49.27017)
Cozy and quiet in beautiful kits!,https://www.airbnb.com/rooms/11986499,"Vancouver , Bc, Canada",49.26674,-123.13938,194.0,Entire home/apt,5.0,POINT (-123.13938 49.26674)
"1A - Neocolonial Nouveau Dbl Rm w/ AC,Balc,Fridge",https://www.airbnb.com/rooms/12020603,"Vancouver, British Columbia, Canada",49.24394521133688,-123.08003079146148,110.0,Private room,5.0,POINT (-123.08003079146148 49.24394521133688)
Charming 2BDR Suite- Parking- W/D -Heart of Kits,https://www.airbnb.com/rooms/12044153,,49.26045,-123.16306,195.0,Entire home/apt,4.53,POINT (-123.16306 49.26045)
Point Grey Penthouse with an Incredible View,https://www.airbnb.com/rooms/12054175,,49.26725,-123.18697,91.0,Private room,,POINT (-123.18697 49.26725)
Two Bedroom Kits Beach Charm,https://www.airbnb.com/rooms/12083773,"Vancouver, British Columbia, Canada",49.27046,-123.1572,135.0,Entire home/apt,4.89,POINT (-123.1572 49.27046)
M.C.M. Sky Port,https://www.airbnb.com/rooms/12156919,"Vancouver, British Columbia, Canada",49.28021,-123.06581,267.0,Entire home/apt,4.93,POINT (-123.06581 49.28021)
Bright Private suite to explore Van,https://www.airbnb.com/rooms/12157772,"Vancouver, British Columbia, Canada",49.22312,-123.0865,95.0,Entire home/apt,4.79,POINT (-123.0865 49.22312)
Boutique Suites - King Suite,https://www.airbnb.com/rooms/12209150,"Vancouver, British Columbia, Canada",49.28641,-123.11897,151.0,Entire home/apt,4.95,POINT (-123.11897 49.28641)
Residency Boutique Suites - Kingroom,https://www.airbnb.com/rooms/12210228,"Vancouver, British Columbia, Canada",49.28622,-123.119,275.0,Entire home/apt,4.82,POINT (-123.119 49.28622)
Modern loft Downtown Vancouver,https://www.airbnb.com/rooms/12211949,"Vancouver, British Columbia, Canada",49.27858,-123.12091,163.0,Entire home/apt,4.87,POINT (-123.12091 49.27858)
"PENTHOUSE THE CARLYLE, ALBERNI ST DOWNTOWN",https://www.airbnb.com/rooms/12213507,"Vancouver, British Columbia, Canada",49.28256,-123.12658,279.0,Entire home/apt,4.89,POINT (-123.12658 49.28256)
"NEW 1 Bed private suite, FREE parking",https://www.airbnb.com/rooms/12224169,"Burnaby, British Columbia, Canada",49.27699,-123.01483,163.0,Entire home/apt,5.0,POINT (-123.01483 49.27699)
Bright 2 Bedroom Garden Suite in Mount Pleasant,https://www.airbnb.com/rooms/12294424,"Vancouver, British Columbia, Canada",49.25926,-123.08486,235.0,Entire home/apt,5.0,POINT (-123.08486 49.25926)
MODERN COACH HOUSE WITH COURTYARD | NEAR DOWNTOWN,https://www.airbnb.com/rooms/12304783,"Vancouver, British Columbia, Canada",49.27648,-123.04172,170.0,Entire home/apt,4.94,POINT (-123.04172 49.27648)
Great Location! Spacious 2bed2bath,https://www.airbnb.com/rooms/12309772,"Vancouver, British Columbia, Canada",49.28692,-123.12493,303.0,Entire home/apt,4.61,POINT (-123.12493 49.28692)
Luxury Waterview 2-Bed Suite,https://www.airbnb.com/rooms/12313584,"Vancouver, British Columbia, Canada",49.28635783757907,-123.12051496671334,260.0,Entire home/apt,,POINT (-123.12051496671334 49.28635783757907)
Industrial Loft with Mountain Views,https://www.airbnb.com/rooms/12321367,"Vancouver, British Columbia, Canada",49.28295,-123.10105,150.0,Entire home/apt,4.86,POINT (-123.10105 49.28295)
City Cottage - 4BR/2BA >1800 Sqft Family friendly,https://www.airbnb.com/rooms/12336968,"Vancouver, British Columbia, Canada",49.25291,-123.08406,3500.0,Entire home/apt,4.89,POINT (-123.08406 49.25291)
Arty Apt with Private Patio in 110 yr-old bldg,https://www.airbnb.com/rooms/12345888,"Vancouver, British Columbia, Canada",49.26448,-123.12735,170.0,Entire home/apt,4.88,POINT (-123.12735 49.26448)
E1 - Chic Downtown Condominium near Robson Street Boutiques,https://www.airbnb.com/rooms/12391067,"Vancouver, British Columbia, Canada",49.28252,-123.12331,120.0,Entire home/apt,5.0,POINT (-123.12331 49.28252)
Georgian Colonial near UBC,https://www.airbnb.com/rooms/12423800,"Vancouver, British Columbia, Canada",49.24887,-123.18715,500.0,Entire home/apt,4.86,POINT (-123.18715 49.24887)
Modern Garden Oasis Near YVR,https://www.airbnb.com/rooms/12435221,"Richmond, British Columbia, Canada",49.19342,-123.11104,89.0,Entire home/apt,4.8,POINT (-123.11104 49.19342)
Big Bright Room in Kitsilano,https://www.airbnb.com/rooms/12449836,"Vancouver, British Columbia, Canada",49.26945,-123.15291,99.0,Private room,4.85,POINT (-123.15291 49.26945)
Fully Furnished One Bedroom Downtown  Vancouver,https://www.airbnb.com/rooms/12455740,,49.28528,-123.11284,109.0,Entire home/apt,5.0,POINT (-123.11284 49.28528)
Kitsilano Heritage Suite,https://www.airbnb.com/rooms/12490989,"Vancouver, British Columbia, Canada",49.27049,-123.16668,250.0,Entire home/apt,4.83,POINT (-123.16668 49.27049)
Studio Loft near Granville Island,https://www.airbnb.com/rooms/12511561,,49.26567,-123.13877,89.0,Entire home/apt,4.5,POINT (-123.13877 49.26567)
"Room in 110-yr old bldg: arty, spacious, central!",https://www.airbnb.com/rooms/12522460,"Vancouver, British Columbia, Canada",49.26274,-123.12739,100.0,Private room,4.94,POINT (-123.12739 49.26274)
Modern Gastown Loft,https://www.airbnb.com/rooms/12522873,,49.28188,-123.10724,185.0,Entire home/apt,4.67,POINT (-123.10724 49.28188)
Mount Pleasant- stunning family home,https://www.airbnb.com/rooms/12542874,"Vancouver, British Columbia, Canada",49.25859,-123.07775,275.0,Entire home/apt,4.97,POINT (-123.07775 49.25859)
"Beautiful,bright space,fab location,chic style",https://www.airbnb.com/rooms/12561247,"Vancouver, British Columbia, Canada",49.26727,-123.14131,149.0,Private room,4.94,POINT (-123.14131 49.26727)
Bright Spacious Kitsilano Apartment,https://www.airbnb.com/rooms/12603779,"Vancouver, British Columbia, Canada",49.26367,-123.15108,120.0,Entire home/apt,4.7,POINT (-123.15108 49.26367)
Chloe’s Garden Suite- Steam Room & Fireplace,https://www.airbnb.com/rooms/12604369,"Vancouver, British Columbia, Canada",49.25394,-123.10394,192.0,Entire home/apt,4.85,POINT (-123.10394 49.25394)
Downtown Cozy Apt By The Beach,https://www.airbnb.com/rooms/12604736,"Vancouver, British Columbia, Canada",49.2847,-123.13973,159.0,Entire home/apt,4.51,POINT (-123.13973 49.2847)
Bright & Cozy Studio,https://www.airbnb.com/rooms/12608756,"Vancouver, British Columbia, Canada",49.29025,-123.13413,146.0,Shared room,4.82,POINT (-123.13413 49.29025)
"spacious, funky, character, 3 bdrm., well located",https://www.airbnb.com/rooms/12611121,"Vancouver, British Columbia, Canada",49.2153,-123.14121,219.0,Entire home/apt,4.77,POINT (-123.14121 49.2153)
Downtown Loft With Patio,https://www.airbnb.com/rooms/12625575,"Vancouver, British Columbia, Canada",49.2781,-123.12117,228.0,Entire home/apt,4.62,POINT (-123.12117 49.2781)
Heart of Kits,https://www.airbnb.com/rooms/12736445,"Vancouver, British Columbia, Canada",49.2673,-123.15818,225.0,Entire home/apt,4.92,POINT (-123.15818 49.2673)
Beautiful 1br Garden Suite in East Vancouver,https://www.airbnb.com/rooms/12754577,"Vancouver, British Columbia, Canada",49.27393,-123.06639,100.0,Entire home/apt,,POINT (-123.06639 49.27393)
Bright room - Main Street,https://www.airbnb.com/rooms/12762068,"Vancouver, British Columbia, Canada",49.24008,-123.10189,75.0,Private room,4.56,POINT (-123.10189 49.24008)
Nearby marine drive sky train house,https://www.airbnb.com/rooms/12791718,,49.21658,-123.10693,101.0,Entire home/apt,4.25,POINT (-123.10693 49.21658)
Spacious Downtown Yaletown Studio + Parking,https://www.airbnb.com/rooms/12793683,"Vancouver, British Columbia, Canada",49.27862,-123.11938,117.0,Entire home/apt,4.74,POINT (-123.11938 49.27862)
One bedroom suite,https://www.airbnb.com/rooms/12798674,,49.25348,-123.12639,179.0,Entire home/apt,4.91,POINT (-123.12639 49.25348)
1 Bedroom Apartment with Open View Sleeps 2-4,https://www.airbnb.com/rooms/12815958,"Vancouver, British Columbia, Canada",49.21037,-123.11773,94.0,Entire home/apt,4.73,POINT (-123.11773 49.21037)
Natural Light Main St. - 1 bedroom,https://www.airbnb.com/rooms/12829633,"Vancouver, British Columbia, Canada",49.24067,-123.10254,55.0,Private room,4.78,POINT (-123.10254 49.24067)
Gastown Heritage Penthouse & Private Roof Deck,https://www.airbnb.com/rooms/12853613,"Vancouver, British Columbia, Canada",49.28374,-123.10238,413.0,Entire home/apt,4.7,POINT (-123.10238 49.28374)
