,stop_no,stop_name,line_con,Longitude,Latitude
1489,52119,Southbound Hudson St @ W 70 Ave,100,-123.1347,49.208213
1490,52120,Southbound Hudson St @ W 72 Ave,100,-123.134764,49.2063
1491,52123,Marpole Loop @ Bay 5,100,-123.133071,49.203203
1492,52126,Eastbound SW Marine Dr @ Heather St,010; 017; 100,-123.123861,49.207179
1493,52127,Eastbound SW Marine Dr @ W 70 Ave,010; 017; 100,-123.120741,49.208502
1494,52131,Eastbound SW Marine Dr @ Manitoba St,003; 100; N20; N8,-123.109277,49.212198
1495,52132,Eastbound SE Marine Dr @ Ontario St,003; 100; N20; N8,-123.106006,49.21214
1496,52133,Eastbound SE Marine Dr @ Main St,100; N20; N8,-123.101511,49.210807
1497,52134,Eastbound SE Marine Dr @ Prince Edward St,100; N20; N8,-123.097945,49.210767
1498,52135,Eastbound SE Marine Dr @ St. George St,100; N20; N8,-123.093606,49.210918
1499,52136,Eastbound SE Marine Dr @ Fraser St,100; N20,-123.090507,49.210909
1500,52138,Eastbound SE Marine Dr @ Ross St,100; N20,-123.083514,49.211036
1501,52140,Eastbound SE Marine Dr @ Knight St,100; N20,-123.075122,49.210925
1502,52141,Eastbound SE Marine Dr @ Argyle St,100; N20,-123.071659,49.210911
1503,52142,Eastbound SE Marine Dr @ Beatrice St,100; N20,-123.067396,49.209995
1504,52143,Eastbound SE Marine Dr @ Matheson Cres,100,-123.030512,49.207971
1505,52144,Eastbound SE Marine Dr @ City Edge Place,100,-123.025837,49.207927
1506,52145,Eastbound Marine Dr @ Joffre Ave,100,-123.019656,49.208059
1507,52146,Eastbound Marine Dr @ Greenall Ave,100,-123.017485,49.208273
1508,52147,Eastbound Marine Dr @ Patterson Ave,100,-123.011806,49.209174
1509,52148,Eastbound Marine Dr @ Sussex Ave,100,-123.005664,49.209147
1510,52149,Eastbound Marine Dr @ Strathearn Ave,100,-123.000545,49.208071
1511,52150,Eastbound Marine Dr @ Nelson Ave,100; 148,-122.99743,49.207616
1512,52152,Eastbound Marine Dr @ Royal Oak Ave,100; 148,-122.988226,49.206681
1513,52195,Westbound Marine Dr @ Macpherson Ave,100; 148,-122.982724,49.206271
1514,52196,Westbound Marine Dr @ Royal Oak Ave,100; 148,-122.988159,49.206806
1515,52197,Westbound Marine Dr @ 4900 Block,100; 148,-122.993856,49.207331
1516,52198,Westbound Marine Dr @ Nelson Ave,100,-122.998827,49.207893
1517,52199,Westbound Marine Dr @ Sussex Ave,100,-123.005464,49.209233
1518,52200,Westbound Marine Dr @ Patterson Ave,100; 116; 146,-123.013786,49.209131
1519,52201,Westbound Marine Dr @ Greenall Ave,100; 116; 146,-123.017358,49.208399
1520,52202,Westbound SE Marine Dr @ City Edge Place,100,-123.026647,49.207979
1521,52203,Westbound SE Marine Dr @ Victoria Dr,100; N20,-123.066581,49.209974
1522,52204,Westbound SE Marine Dr @ Argyle St,100; N20,-123.072699,49.211151
1523,52205,Westbound SE Marine Dr @ Knight St,100; N20,-123.076755,49.21122
1524,52206,Westbound SE Marine Dr @ Inverness St,100; N20,-123.08071,49.211201
1525,52207,Westbound SE Marine Dr @ Ross St,100; N20,-123.083635,49.211217
1526,52209,Westbound SE Marine Dr @ Chester St,100; N20,-123.089925,49.211147
1527,52210,Westbound SE Marine Dr @ Buscombe St,100; N20; N8,-123.095708,49.211151
1528,52212,Westbound SE Marine Dr @ Main St,003; 100; N20; N8,-123.103214,49.211554
1529,52213,Westbound SW Marine Dr @ Ontario St,003; 100; N20; N8,-123.107012,49.212459
1530,52214,Westbound SW Marine Dr @ Manitoba St,003; 100; N20; N8,-123.110409,49.212212
1531,52217,Westbound SW Marine Dr @ Ash St,010; 017; 100,-123.119749,49.209141
1532,52219,Westbound SW Marine Dr @ Laurel St,010; 017; 100,-123.126813,49.206184
1533,52228,Westbound North Service Rd @ Air Canada Operations Centre,N10,-123.160097,49.193291
1534,52229,Southbound Aviation Ave @ North Service Rd,N10,-123.166984,49.193297
1535,52390,Metrotown Station @ Bay 7,031,-123.003117,49.226075
1536,52393,Eastbound Kingsway @ Sussex Ave,119; N19,-122.998248,49.227881
1537,52394,Eastbound Kingsway @ Nelson Ave,119; N19,-122.993821,49.226457
1538,52395,Eastbound Kingsway @ Marlborough Ave,119; N19,-122.991139,49.225628
1539,52396,Eastbound Kingsway @ Royal Oak Ave,119; N19,-122.988392,49.224712
1540,52397,Eastbound Kingsway @ Grimmer St,119; N19,-122.984101,49.223354
1541,52462,Westbound Kingsway @ Elgin Ave,119; N19,-122.983473,49.223353
1542,52463,Westbound Kingsway @ Denbigh Ave,119; N19,-122.985508,49.224004
1543,52464,Westbound Kingsway @ Royal Oak Ave,119; N19,-122.989612,49.22532
1544,52466,Westbound Kingsway @ McMurray Ave,119; 144; N19,-122.996794,49.227685
1545,52467,Westbound Kingsway @ Sussex Ave,119; 144; N19,-122.999701,49.228641
1546,52468,Southbound McKay Ave @ Kingsway,119; 144,-123.003381,49.229088
1547,52469,Southbound McKay Ave @ Kingsborough St,119; 144,-123.005015,49.227578
1548,52499,Metrotown Station @ Bay 8,146; 147,-123.003354,49.226172
1549,52500,Eastbound Central Blvd @ 4500 Block,049; 110; 116; 144,-123.000304,49.224203
1550,52501,Northbound Bonsor Ave @ Central Blvd,110; 144,-122.997738,49.224103
1551,52502,Northbound Nelson Ave @ Bennett St,110; 144,-122.994051,49.225569
1552,52503,Northbound Nelson Ave @ Newton St,110; 144,-122.994102,49.227326
1553,52504,Northbound Nelson Ave @ Dover St,110,-122.99412,49.230297
1554,52505,Northbound Nelson Ave @ Grafton St,110,-122.994135,49.232104
1555,52506,Northbound Nelson Ave @ Sardis Cres,110,-122.994145,49.233648
1556,52507,Westbound Bond St @ Nelson Ave,110,-122.994807,49.235465
1557,52508,Westbound Bond St @ Sussex Ave,110,-122.998207,49.235452
1558,52509,Westbound Bond St @ Elsom Ave,110,-123.001547,49.235444
1559,52510,Northbound Willingdon Ave @ Bond St,110; 130,-123.003266,49.235911
1560,52511,Northbound Willingdon Ave @ Burke St,110; 130,-123.003261,49.237319
1561,52512,Northbound Willingdon Ave @ Grassmere St,110; 130,-123.003286,49.238854
1562,52513,Northbound Willingdon Ave @ Price St,110; 130,-123.003294,49.240537
1563,52514,Westbound Beresford St @ Willingdon Ave,129,-123.00874,49.227715
1564,52515,Patterson Station @ Bay 1,129,-123.012448,49.229426
1565,52516,Northbound Patterson Ave @ Kingsway,129,-123.01255,49.232043
1566,52517,Northbound Barker Ave @ Grange St,129,-123.01101,49.233208
1567,52518,Northbound Patterson Ave @ Sardis St,129,-123.013418,49.234332
1568,52519,Northbound Patterson Ave @ Bond St,129,-123.013422,49.235727
1569,52520,Northbound Patterson Ave @ Burke St,129,-123.013422,49.237267
1570,52521,Northbound Patterson Ave @ Hazelwood Cres,129,-123.013426,49.239064
1571,52522,Northbound Patterson Ave @ Castlewood Cres,129,-123.013407,49.240744
1572,52523,Northbound Patterson Ave @ Moscrop St,129,-123.013419,49.242679
1573,52524,Eastbound Deer Lake Parkway @ Wayburne Dr,110,-122.997353,49.241548
1574,52525,Eastbound Gilpin St @ Royal Oak Ave,110,-122.988389,49.241815
1575,52526,Eastbound Gilpin St @ Chapple Cres,110,-122.98231,49.241779
1576,52575,Westbound Gilpin St @ Mahon Ave,110,-122.982127,49.241892
1577,52576,Westbound Gilpin St @ Gatenby Ave,110,-122.987939,49.241916
1578,52577,Westbound Deer Lake Parkway @ Garden Grove Dr,110,-122.995717,49.241534
1579,52578,Westbound Deer Lake Parkway @ Wayburne Dr,110,-122.998659,49.241748
1580,52579,Southbound Patterson Ave @ Moscrop St,110; 129,-123.013599,49.24261
1581,52580,Southbound Patterson Ave @ Castlewood Cres,110; 129,-123.013564,49.240457
1582,52581,Southbound Patterson Ave @ Brandon St,110; 129,-123.013573,49.238079
1583,52582,Southbound Patterson Ave @ Burke St,110; 129,-123.013568,49.236624
1584,52583,Southbound Patterson Ave @ Bond St,110; 129,-123.013571,49.235217
1585,52584,Southbound Patterson Ave @ Sardis St,110; 129,-123.013572,49.234071
1586,52585,Southbound Patterson Ave @ Kingsway,110; 129,-123.012742,49.232183
1587,52586,Patterson Station @ Bay 2,110; 129,-123.011509,49.229312
1588,52587,Eastbound Kemp St @ Kathleen Ave,110; 129,-123.007414,49.229939
1589,52588,Southbound Willingdon Ave @ Moscrop St,110; 130,-123.003491,49.242583
1590,52589,Southbound Willingdon Ave @ Wildwood Cres,110; 130,-123.003479,49.239901
1591,52590,Southbound Willingdon Ave @ Price Cres,110; 130,-123.003467,49.238369
1592,52591,Southbound Willingdon Ave @ Burke St,130,-123.003467,49.236702
1593,52592,Eastbound Bond St @ Willingdon Ave,110,-123.002807,49.235328
1594,52593,Eastbound Bond St @ Elsom Ave,110,-123.000601,49.235346
1595,52594,Eastbound Bond St @ Sussex Ave,110,-122.997427,49.235351
1596,52595,Southbound Nelson Ave @ Buxton St,110,-122.994314,49.234098
1597,52596,Southbound Nelson Ave @ Shepherd St,110,-122.994302,49.232189
1598,52597,Southbound Nelson Ave @ Grange St,110; 144,-122.994316,49.2291
1599,52598,Southbound Nelson Ave @ Hazel St,110; 144,-122.994345,49.227594
1600,52599,Westbound Bennett St @ Nelson Ave,110; 144,-122.995659,49.225276
1601,52600,Southbound Bonsor Ave @ Bennett St,110; 144,-122.997189,49.224817
1602,52601,Westbound Central Blvd @ Bonsor Ave,110; 144,-122.99906,49.223785
1603,52602,Westbound Central Blvd @ 4500 Block,110; 144,-123.000438,49.224507
1604,52635,Northbound Nelson Ave @ Carson Place,148,-122.994325,49.209736
1605,52636,Northbound Nelson Ave @ McKee Place,148,-122.993842,49.211114
1606,52637,Northbound Nelson Ave @ Portland St,148,-122.993814,49.212432
1607,52638,Eastbound Rumble St @ Nelson Ave,147; 148,-122.993362,49.214773
1608,52639,Eastbound Rumble St @ Arthur Ave,147; 148,-122.991604,49.214787
1609,52640,Northbound Royal Oak Ave @ Rumble St,148,-122.988376,49.215162
1610,52641,Northbound Royal Oak Ave @ Sidley St,148,-122.988378,49.217755
1611,52646,Metrotown Station @ Bay 5,222,-123.002755,49.225917
1612,52651,Southbound Royal Oak Ave @ Sidley St,148,-122.988525,49.217247
1613,52652,Southbound Royal Oak Ave @ Rumble St,147,-122.988572,49.214361
1614,52653,Eastbound Clinton St @ Royal Oak Ave,147,-122.987978,49.21297
1615,52654,Eastbound Clinton St @ Roslyn Ave,147,-122.985365,49.212987
1616,52655,Eastbound Clinton St @ Macpherson Ave,147,-122.982684,49.212958
1617,52675,Westbound Clinton St @ Macpherson Ave,147,-122.98278,49.213068
1618,52676,Westbound Clinton St @ Roslyn Ave,147,-122.986069,49.213071
1619,52677,Northbound Royal Oak Ave @ Neville St,147,-122.988381,49.21371
1620,52678,Northbound Joffre Ave @ Maple Tree Lane,116; 146,-123.019766,49.209345
1621,52680,Northbound Joffre Ave @ Clinton St,116; 146,-123.02068,49.213088
1622,52681,Eastbound Rumble St @ Joffre Ave,116; 146,-123.020308,49.214742
1623,52682,Eastbound Rumble St @ Greenall Ave,116; 146,-123.017582,49.214764
1624,52683,Eastbound Rumble St @ Patterson Ave,116; 147,-123.011839,49.214786
1625,52684,Eastbound Rumble St @ McKay Ave,116; 147,-123.008307,49.214779
1626,52685,Northbound Sussex Ave @ Rumble St,116,-123.004858,49.215135
1627,52686,Northbound Sussex Ave @ Watling St,116,-123.004891,49.216898
1628,52687,Northbound Sussex Ave @ Victory St,116,-123.004916,49.218708
1629,52688,Northbound Sussex Ave @ Hurst St,116,-123.004945,49.220512
1630,52692,Metrotown Station @ Bay 1,031; 110; 116; 119; 130; 144; 146; 147; 222; 430,-123.003299,49.226277
1631,52693,Westbound Imperial St @ Waverley Ave,049; 116,-122.998195,49.222
1632,52694,Westbound Imperial St @ Frederick Ave,049; 116,-123.001621,49.222
1633,52695,Westbound Imperial St @ Dow Ave,049; 116,-123.003694,49.222001
1634,52696,Southbound Sussex Ave @ Imperial St,116,-123.005145,49.221363
1635,52697,Southbound Sussex Ave @ Hurst St,116,-123.005099,49.220021
1636,52698,Southbound Sussex Ave @ Victory St,116,-123.005074,49.218151
1637,52699,Southbound Sussex Ave @ Irmin St,116,-123.005029,49.216133
1638,52700,Southbound Sussex Ave @ Rumble St,116,-123.004999,49.21459
1639,52701,Westbound Portland St @ Sussex Ave,116,-123.005792,49.212239
1640,52702,Westbound Portland St @ McKay Ave,116,-123.009009,49.212271
1641,52703,Southbound Patterson Ave @ Winnifred St,116; 146,-123.012496,49.21108
1642,52704,Southbound Roseberry Ave @ Keith St,116,-123.015277,49.206391
1643,52705,Southbound Boundary Rd @ E Kent Ave,116,-123.023457,49.20373
1644,52706,Eastbound North Fraser Way @ Fraserwood Court,116,-123.017666,49.201108
1645,52707,Eastbound North Fraser Way @ 3700 Block,116,-123.021851,49.20204
1646,52708,Eastbound North Fraser Way @ Fraserton Court,116,-123.0139,49.200272
1647,52712,Eastbound W Hastings St @ Abbott St,R5,-123.108834,49.282214
1648,52713,Eastbound E Hastings St @ Main St,R5,-123.098307,49.28122
1649,52714,Eastbound E Hastings St @ Commercial Dr,R5,-123.07086,49.281131
1650,52717,Kootenay Loop @ Bay 7,160; N35; R5,-123.025393,49.281204
1651,52718,Westbound E Hastings St @ Renfrew St,014,-123.043342,49.281222
1652,52719,Westbound Moscrop St @ Inman Ave,129,-123.017349,49.243026
1653,52720,Northbound Gilmore Way @ Sanderson Way,129,-123.010288,49.250056
1654,52721,Northbound Gilmore Way @ Canada Way,129,-123.010616,49.253243
1655,52722,Northbound Gilmore Diversion @ Canada Way,129,-123.01105,49.255589
1656,52723,Northbound Gilmore Diversion @ Myrtle St,129,-123.013819,49.260509
1657,52728,Westbound Dawson St @ Willingdon Ave,025; 123,-123.004065,49.26451
1658,52731,Southbound Gilmore Diversion @ Myrtle St,129,-123.014128,49.260495
1659,52732,Southbound Gilmore Diversion @ Manor St,129,-123.012026,49.25662
1660,52733,Southbound Gilmore Way @ Canada Way,129,-123.010837,49.254132
1661,52735,Eastbound Moscrop St @ Smith Ave,129,-123.019292,49.242913
1662,52736,Metrotown Station @ Bay 4,130,-123.002518,49.225794
1663,52738,Northbound Willingdon Ave @ Grafton St,130,-123.003238,49.232393
1664,52739,Northbound Willingdon Ave @ Deer Lake Parkway,130,-123.003169,49.243312
1665,52740,Northbound Willingdon Ave @ Sanderson Way,130,-123.003869,49.247628
1666,52741,Southbound Willingdon Ave @ Sardis St,130,-123.003443,49.233488
1667,52742,Southbound Gilmore Ave @ Hastings St,129,-123.014293,49.280694
1668,52743,Southbound Gilmore Ave @ Georgia St,129,-123.01431,49.278057
1669,52744,Southbound Gilmore Ave @ Venables St,129,-123.014344,49.276367
1670,52745,Southbound Gilmore Ave @ William St,129,-123.014338,49.273628
1671,52746,Southbound Gilmore Ave @ Kitchener St,129,-123.014355,49.271857
1672,52754,Southbound Douglas Rd @ Still Creek Ave,133,-122.984344,49.260445
1673,52755,Southbound Douglas Rd @ Norland Ave,133,-122.983303,49.258915
1674,52756,Southbound Douglas Rd @ Dominion St,133,-122.982634,49.256304
1675,52757,Southbound Douglas Rd @ Laurel St,133,-122.982039,49.25327
1676,52758,Southbound Douglas Rd @ Hardwick St,133,-122.981855,49.252094
1677,52759,Southbound Douglas Rd @ Sprott St,133,-122.981035,49.249671
1678,52784,Northbound Douglas Rd @ Hardwick St,133,-122.98165,49.251964
1679,52785,Northbound Douglas Rd @ Laurel St,133,-122.981866,49.253402
1680,52786,Northbound Douglas Rd @ Norfolk St,133,-122.982097,49.255423
1681,52787,Northbound Douglas Rd @ Hwy One Overpass,133,-122.982623,49.256983
1682,52788,Northbound Douglas Rd @ Norland Ave,133,-122.983586,49.259866
1683,52792,Westbound Lougheed Hwy @ Beta Ave,136; N9,-122.998687,49.266442
1684,52798,Northbound Gilmore Ave @ 1st Ave,129,-123.01408,49.269681
1685,52799,Northbound Gilmore Ave @ Kitchener St,129,-123.014164,49.272367
1686,52800,Northbound Gilmore Ave @ William St,129,-123.014169,49.274137
1687,52801,Northbound Gilmore Ave @ Parker St,129,-123.01418,49.275977
1688,52802,Northbound Gilmore Ave @ Union St,129,-123.014142,49.277749
1689,52803,Northbound Gilmore Ave @ Frances St,129,-123.014114,49.279524
1690,52804,Metrotown Station @ Bay 6,119; 129,-123.002908,49.225986
1691,52809,Eastbound Midlawn Dr @ Willingdon Ave,134,-123.002468,49.270995
1692,52810,Southbound Fairlawn Dr @ Midlawn Dr,134,-122.99969,49.270723
1693,52811,Eastbound Brentlawn Dr @ Beta Ave,134,-122.996667,49.268274
1694,52812,Northbound Delta Ave @ Brentlawn Dr,134,-122.992115,49.26865
1695,52813,Northbound Delta Ave @ Southlawn Dr,134,-122.992114,49.270477
1696,52814,Northbound Delta Ave @ Northlawn Dr,134,-122.992095,49.272871
1697,52815,Northbound Delta Ave @ Eastlawn Dr,134,-122.992077,49.274832
1698,52816,Eastbound Parker St @ Delta Ave,134,-122.991581,49.275471
1699,52817,Eastbound Parker St @ Springer Ave,134,-122.987355,49.275455
1700,52818,Eastbound Parker St @ Holdom Ave,134,-122.981221,49.275429
1701,52897,Westbound Parker St @ Holdom Ave,134,-122.981672,49.275531
1702,52898,Westbound Parker St @ Springer Ave,134,-122.988246,49.275557
1703,52899,Southbound Delta Ave @ Parker St,134,-122.992251,49.27518
1704,52900,Southbound Delta Ave @ Northlawn Dr,134,-122.992254,49.272496
1705,52901,Southbound Delta Ave @ Southlawn Dr,134,-122.992268,49.269784
1706,52902,Southbound Delta Ave @ Brentlawn Dr,134,-122.992305,49.268504
1707,52903,Westbound Brentlawn Dr @ Beta Ave,134,-122.997503,49.268596
1708,52904,Westbound Brentlawn Dr @ Fairlawn Dr,134,-123.000223,49.270171
1709,52905,Eastbound W Hastings St @ Carrall St,014; 016; 020; N20; N35,-123.104795,49.281469
1710,52908,Southbound Holdom Ave @ Hastings St,129,-122.981029,49.279971
1711,52909,Southbound Holdom Ave @ Georgia St,129,-122.981038,49.277852
1712,52910,Southbound Holdom Ave @ Parker St,129,-122.981168,49.275162
1713,52911,Southbound Holdom Ave @ Charles St,129,-122.981223,49.272526
1714,52936,Northbound Holdom Ave @ Sumas St,129; 136,-122.981093,49.266541
1715,52937,Northbound Holdom Ave @ Halifax St,129,-122.981077,49.268316
1716,52938,Northbound Holdom Ave @ Winch St,129,-122.98107,49.270142
1717,52939,Northbound Holdom Ave @ Kitchener St,129,-122.981061,49.271944
1718,52943,Westbound Pender St @ Willingdon Ave,130,-123.004372,49.280153
1719,52945,Northbound Gamma Ave @ Pandora St,132,-122.994624,49.283114
1720,52946,Northbound N Gamma Ave @ Empire Dr,132,-122.994536,49.285877
1721,52947,Eastbound Empire Dr @ Delta Ave,132,-122.991608,49.283521
1722,52948,Northbound Hythe Ave @ Empire Dr,132,-122.990457,49.283312
1723,52949,Eastbound Dundas St @ Hythe Ave,132,-122.989844,49.28445
1724,52950,Northbound N Glynde Ave @ Dundas St,132,-122.989013,49.284756
1725,52951,Eastbound Cambridge St @ N Glynde Ave,132,-122.988457,49.286326
1726,52952,Eastbound Cambridge St @ N Springer Ave,132,-122.987186,49.286306
1727,52953,Eastbound Cambridge St @ N Ranelagh Ave,132,-122.985645,49.286264
1728,52954,Eastbound Cambridge St @ N Grosvenor Ave,132,-122.984345,49.286257
1729,52955,Westbound Dundas St @ N Howard Ave,132,-122.984177,49.284462
1730,52956,Westbound Dundas St @ N Springer Ave,132,-122.988122,49.284493
1731,52957,Westbound Dundas St @ N Hythe Ave,132,-122.990254,49.284554
1732,52958,Westbound Empire Dr @ Hythe Ave,132,-122.990956,49.283244
1733,52959,Westbound Empire Dr @ Delta Ave,132,-122.992289,49.284197
1734,52960,Southbound N Gamma Ave @ Cambridge St,132,-122.994722,49.285732
1735,52961,Southbound Gamma Ave @ Pandora St,132,-122.994724,49.282511
1736,52963,Southbound Willingdon Ave @ Kitchener St,130,-123.003302,49.271623
1737,52964,Northbound Boundary Rd @ Albert St,131,-123.02331,49.28231
1738,52965,Northbound Boundary Rd @ Triumph St,131,-123.023268,49.284094
1739,52966,Northbound N Boundary Rd @ Oxford St,131,-123.023238,49.285924
1740,52967,Southbound N Esmond Ave @ McGill St,131,-123.020951,49.287961
1741,52968,Eastbound Eton St @ N Ingleton Ave,131,-123.018147,49.287392
1742,52969,Eastbound Eton St @ N MacDonald Ave,131,-123.015799,49.287379
1743,52970,Eastbound Eton St @ N Gilmore Ave,131,-123.013693,49.287363
1744,52971,Eastbound Eton St @ N Carleton Ave,131,-123.010734,49.287342
1745,52972,Eastbound Eton St @ N Madison Ave,131,-123.008078,49.287303
1746,52975,Southbound N Willingdon Ave @ Cambridge St,131,-123.003094,49.286146
1747,52976,Southbound Willingdon Ave @ Dundas St,131,-123.00312,49.284404
1748,52977,Southbound Willingdon Ave @ Pandora St,131,-123.003151,49.282482
1749,52978,Northbound Willingdon Ave @ Albert St,131,-123.003044,49.282191
1750,52979,Northbound Willingdon Ave @ Triumph St,131,-123.003012,49.283992
1751,52980,Northbound N Willingdon Ave @ Penzance Dr,131,-123.002948,49.2858
1752,52983,Westbound Eton St @ N Madison Ave,131,-123.008917,49.287403
1753,52984,Westbound Eton St @ N Carleton Ave,131,-123.011609,49.287419
1754,52985,Westbound Eton St @ N Gilmore Ave,131,-123.014389,49.287444
1755,52986,Westbound Eton St @ N MacDonald Ave,131,-123.016452,49.287464
1756,52988,Southbound N Boundary Rd @ Eton St,131,-123.02361,49.287261
1757,52989,Southbound N Boundary Rd @ Cambridge St,131,-123.023627,49.286231
1758,52990,Southbound Boundary Rd @ Dundas St,131,-123.023659,49.284524
1759,52991,Southbound Boundary Rd @ Pandora St,131,-123.023697,49.282683
1760,53061,Eastbound Dover St @ Nelson Ave,144,-122.993592,49.229848
1761,53062,Eastbound Oakland St @ Royal Oak Ave,144,-122.988023,49.229774
1762,53063,Eastbound Oakland St @ Denbigh Ave,144,-122.9837,49.229538
1763,53094,Westbound Oakland St @ Oakdale Rd,144,-122.986269,49.229706
1764,53095,Westbound Dover St @ Royal Oak Ave,144,-122.989632,49.229977
1765,53301,Eastbound Lougheed Hwy @ Douglas Rd,136; N9,-122.991151,49.264976
1766,53309,Westbound Lougheed Hwy @ Holdom Ave,129; 133; 136; N9,-122.982086,49.265095
1767,53312,Burrard Station @ Bay 6,R5,-123.118293,49.28616
1768,53391,Westbound E Hastings St @ Main St,014; 016; 020; R5,-123.099363,49.281426
1769,53392,Westbound W Hastings St @ Abbott St,R5,-123.10684,49.282004
1770,54444,Westbound W Georgia St @ Homer St,240; 241; 246; 247; N24,-123.115491,49.280921
1771,54445,Westbound W Georgia St @ Seymour St,257,-123.117372,49.28214
1772,54446,Westbound W Georgia St @ Burrard St,240; 241; 246; 247; N24,-123.121449,49.284777
1773,54447,Westbound W Georgia St @ Bute St,240; 241; 246; 247; N24,-123.125567,49.287432
1774,54448,Westbound W Georgia St @ Broughton St,240; 241; 246; 247; 250; 253; 254; N24,-123.128526,49.289356
1775,54473,Eastbound W Georgia St @ Richards St,240; 241; 246; 247; N24,-123.115989,49.280989
1776,54824,Marpole Loop @ Bay 4,010; 100,-123.135845,49.20366
1777,54826,Northbound Granville St @ W 10 Ave,010; 014; 016; N10,-123.138458,49.2631
1778,54828,Southbound Howe St @ W Pender St,209; 210; 211; 214,-123.116768,49.284791
1779,54830,Southbound Howe St @ W Georgia St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.119595,49.282906
1780,54831,Southbound Howe St @ Robson St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.121239,49.281831
1781,54832,Southbound Howe St @ Nelson St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.124449,49.279698
1782,54835,Southbound Granville St @ W Cloverleaf,010; 016; N10; N17; N9,-123.138572,49.266704
1783,56125,Northbound Granville St @ W 41 Ave,010; N10,-123.139463,49.234888
1784,56952,Northbound No. 5 Rd @ Bridgeport Rd,407,-123.091401,49.192475
1785,56953,Eastbound Vulcan Way @ 12200 Block,407,-123.087685,49.193791
1786,56954,Eastbound Vulcan Way @ Sweden Way,407,-123.082255,49.194847
1787,56955,Eastbound Vulcan Way @ Viscount Way,407,-123.07839,49.196014
1788,56956,Southbound Viking Way @ Vulcan Way,407,-123.073397,49.197093
1789,56957,Southbound Viking Way @ Viking Place,407,-123.073409,49.194182
1790,56958,Northbound Knight St Bridge Offramp @ SE Marine Dr,405; 407,-123.075497,49.210846
1791,56962,Northbound Viking Way @ Bridgeport Rd,405; 407,-123.073233,49.192477
1792,56963,Northbound Viking Way @ Viking Place,405; 407,-123.073224,49.194844
1793,56964,Westbound Vulcan Way @ Viking Way,407,-123.073845,49.197551
1794,56965,Westbound Vulcan Way @ Viscount Way,407,-123.079335,49.195881
1795,56966,Westbound Vulcan Way @ Sweden Way,407,-123.082141,49.195023
1796,56967,Westbound Vulcan Way @ 12200 Block,407,-123.088263,49.193935
1797,56968,Southbound No. 5 Rd @ Vulcan Way,407,-123.091588,49.193513
1798,57893,Waterfront Station @ West Coast Express,WCE,-123.110998,49.286502
1799,57938,Eastbound University Blvd @ Acadia Rd,004; 009; 014; 044; 084; N17,-123.237822,49.266503
1800,57944,Waterfront Station Eastbound,WCE,-123.11158,49.286053
1801,57959,Waterfront Station Unload Only,WCE,-123.111512,49.286116
1802,57960,Waterfront Station Northbound,SB,-123.111306,49.286063
1803,57963,Waterfront Station Southbound,SB,-123.111403,49.286137
1804,57964,Waterfront Station @ Platform 2,EL,-123.111578,49.285907
1805,57966,Granville Station @ Platform 2,EL,-123.115744,49.283136
1806,57967,Stadium-Chinatown Station @ Platform 2,EL,-123.109213,49.279178
1807,57968,Main Street-Science World Station @ Platform 2,EL,-123.100399,49.273099
1808,57969,Commercial-Broadway Station @ Platform 4,EL,-123.069179,49.262317
1809,57970,Nanaimo Station @ Platform 2,EL,-123.055904,49.248283
1810,57971,29th Avenue Station @ Platform 2,EL,-123.046136,49.244236
1811,57972,Joyce-Collingwood Station @ Platform 2,EL,-123.031827,49.238353
1812,57973,Patterson Station @ Platform 2,EL,-123.012678,49.229712
1813,57974,Metrotown Station @ Platform 2,EL,-123.00394,49.225781
1814,57975,Royal Oak Station @ Platform 2,EL,-122.988475,49.220013
1815,57992,Royal Oak Station @ Platform 1,EL,-122.98844,49.22011
1816,57993,Metrotown Station @ Platform 1,EL,-123.003876,49.225852
1817,57994,Patterson Station @ Platform 1,EL,-123.012613,49.229798
1818,57995,Joyce-Collingwood Station @ Platform 1,EL,-123.031759,49.23843
1819,57996,29th Avenue Station @ Platform 1,EL,-123.04608,49.24431
1820,57997,Nanaimo Station @ Platform 1,EL,-123.055868,49.248334
1821,57998,Commercial-Broadway Station @ Platform 3,EL,-123.069077,49.262311
1822,57999,Main Street-Science World Station @ Platform 1,EL,-123.10035,49.273172
1823,58000,Stadium-Chinatown Station @ Platform 1,EL,-123.109109,49.279271
1824,58001,Granville Station @ Platform 1,EL,-123.115674,49.283193
1825,58002,Burrard Station @ Platform 1,EL,-123.119598,49.28558
1826,58003,Waterfront Station @ Platform 1,EL,-123.111516,49.285962
1827,58008,Southbound Lost Lagoon Rd @ Stanley Park Causeway,019,-123.136713,49.296637
1828,58023,Westbound W 10 Ave @ Sasamat St,009; 014; 099; N17,-123.209694,49.263905
1829,58030,Bus Stop @ Pne Coliseum Loop,016,-123.043632,49.285674
1830,58037,Eastbound W Broadway @ Alma St,099,-123.184623,49.264263
1831,58042,Kootenay Loop @ Bay 2,160,-123.026062,49.281495
1832,58043,Kootenay Loop @ Bay 4,028; 130,-123.025918,49.281365
1833,58044,Westbound E Broadway @ Lillooet St,009; N9,-123.039504,49.262004
1834,58051,Eastbound Keefer Place @ Taylor St,050,-123.105515,49.279294
