,stop_no,stop_name,line_con,Longitude,Latitude
435,50658,Northbound Victoria Dr @ Kingsway,020; N20,-123.065039,49.244828
436,50659,Eastbound Kingsway @ Victoria Dr,019; 025; N19,-123.064604,49.244769
437,50660,Eastbound Kingsway @ Nanaimo St,019; N19,-123.057829,49.241611
438,50661,Eastbound Kingsway @ Slocan St,019; N19,-123.053631,49.23969
439,50662,Northbound Slocan St @ Kingsway,029; 033,-123.053651,49.24028
440,50663,Northbound Slocan St @ Ward St,029; 033,-123.052298,49.241686
441,50664,Northbound Slocan St @ Euclid Ave,029; 033,-123.050495,49.243511
442,50665,Westbound E 22 Ave @ Slocan St,025,-123.050472,49.250756
443,50667,Northbound Alma St @ W Broadway,042,-123.185714,49.264644
444,50668,Northbound Alma St @ W 7th Ave,007; 042,-123.185659,49.266385
445,50669,Southbound Nanaimo St @ Dundas St,007,-123.05668,49.284388
446,50671,Southbound Nanaimo St @ E Hastings St,007; 016,-123.056725,49.280782
447,50673,Southbound Nanaimo St @ Adanac St,007,-123.056711,49.277149
448,50675,Southbound Nanaimo St @ William St,007,-123.056724,49.27362
449,50678,Southbound Nanaimo St @ E 1st Ave,007,-123.05673,49.269138
450,50679,Southbound Nanaimo St @ E 3rd Ave,007,-123.056736,49.267411
451,50680,Southbound Nanaimo St @ E 5th Ave,007,-123.056743,49.265535
452,50682,Westbound E Broadway @ Nanaimo St,009; 099; N9,-123.057336,49.26234
453,50683,Southbound Nanaimo St @ E Broadway,007,-123.056764,49.261831
454,50685,Southbound Nanaimo St @ E 17 Ave,007,-123.056762,49.254756
455,50686,Southbound Nanaimo St @ E 20 Ave,007,-123.056768,49.252026
456,50687,Southbound Nanaimo St @ E 22 Ave,007; 025,-123.056774,49.250268
457,50688,Nanaimo Station @ Bay 3,007,-123.055476,49.248412
458,50689,Westbound E Pender St @ Main St,004; 007; 019; 022; 209; 210; 211; 214,-123.100688,49.280463
459,50690,Eastbound E 22 Ave @ Nanaimo St,025,-123.055999,49.250547
460,50692,Southbound Slocan St @ E 29 Ave,029; 033,-123.050004,49.24424
461,50693,Southbound Slocan St @ Norquay St,029; 033,-123.052022,49.242186
462,50694,Westbound Kingsway @ Slocan St,019; N19,-123.054367,49.240309
463,50695,Westbound Kingsway @ Nanaimo St,019; 025; N19,-123.0585,49.242199
464,50697,Southbound Victoria Dr @ Kingsway,020; N20,-123.0653,49.244809
465,50698,Southbound Victoria Dr @ E 31 Ave,020; N20,-123.065373,49.24251
466,50699,Southbound Victoria Dr @ E 33 Ave,020; N20,-123.065469,49.239661
467,50700,Southbound Victoria Dr @ E 36 Ave,020; N20,-123.065531,49.237254
468,50702,Westbound E 41 Ave @ Victoria Dr,R4,-123.06615,49.232771
469,50703,Westbound E 41 Ave @ Commercial St,041,-123.069244,49.232719
470,50706,Westbound E 41 Ave @ Knight St,041; R4,-123.077938,49.232845
471,50707,Westbound E 41 Ave @ Inverness St,041,-123.080303,49.232846
472,50708,Westbound E 41 Ave @ Windsor St,041,-123.085282,49.23291
473,50709,Westbound E 41 Ave @ St. Catherines St,041,-123.087318,49.232938
474,50710,Westbound E 41 Ave @ Chester St,041,-123.089838,49.232994
475,50711,Westbound E 41 Ave @ Fraser St,R4,-123.091171,49.233019
476,50712,Westbound E 41 Ave @ St. George St,041,-123.094859,49.233046
477,50713,Westbound E 41 Ave @ Prince Edward St,041,-123.097712,49.233094
478,50714,Westbound E 41st Ave @ Main St,R4,-123.101267,49.233193
479,50715,Northbound Nanaimo St @ E 22 Ave,007,-123.056489,49.251051
480,50716,Northbound Nanaimo St @ E 20 Ave,007,-123.056482,49.252691
481,50717,Northbound Nanaimo St @ E 17 Ave,007,-123.056484,49.255356
482,50718,Northbound Nanaimo St @ S Grandview Hwy,007,-123.056473,49.257382
483,50720,Northbound Nanaimo St @ E 11 Ave,007,-123.056471,49.260339
484,50721,Northbound Nanaimo St @ E Broadway,007,-123.056433,49.262477
485,50722,Northbound Nanaimo St @ E 6th Ave,007,-123.056462,49.265123
486,50723,Northbound Nanaimo St @ E 4th Ave,007,-123.056457,49.266968
487,50724,Northbound Nanaimo St @ E 1st Ave,007,-123.05646,49.269899
488,50726,Northbound Nanaimo St @ Charles St,007,-123.056442,49.273616
489,50728,Northbound Nanaimo St @ Adanac St,007,-123.056428,49.277801
490,50730,Westbound E Hastings St @ Nanaimo St,014; 016; N35; R5,-123.057254,49.281242
491,50731,Westbound E Hastings St @ Templeton Dr,014; 016; N35,-123.060231,49.28126
492,50733,Westbound E Hastings St @ Victoria Dr,014; 016; N35,-123.066124,49.281297
493,50735,Northbound Nanaimo St @ E Hastings St,007,-123.056378,49.281413
494,50737,Dunbar Loop @ Bay 1,007; 049,-123.185469,49.234424
495,50738,Marpole Loop @ Bay 1,100,-123.133802,49.202789
496,50739,Eastbound SW Marine Dr @ Oak St,010; 017; 100,-123.130671,49.204348
497,50740,Northbound Oak Cloverleaf @ SW Marine Dr,017,-123.128497,49.205921
498,50742,Northbound Oak St @ W 70 Ave,017,-123.13011,49.208777
499,50743,Northbound Oak St @ W 67 Ave,017,-123.130033,49.211074
500,50745,Northbound Oak St @ Park Dr,017,-123.129909,49.214711
501,50746,Northbound Oak St @ W 59 Ave,017,-123.129005,49.217412
502,50747,Northbound Oak St @ W 57 Ave,017,-123.128433,49.219518
503,50748,Northbound Oak St @ W 54 Ave,017,-123.128353,49.221798
504,50751,Northbound Oak St @ W 49 Ave,017,-123.128159,49.226867
505,50752,Northbound Oak St @ W 46 Ave,017,-123.128098,49.229544
506,50753,Northbound Oak St @ W 43 Ave,017,-123.128003,49.232346
507,50754,Northbound Oak St @ W 41 Ave,017,-123.127934,49.23366
508,50755,Westbound SW Marine Dr @ Montcalm St,010; 100,-123.137246,49.204167
509,50756,Westbound SW Marine Dr @ Granville St,010; 100; N10,-123.139869,49.205047
510,50757,Northbound Granville St @ W 71 Ave,010; 100; N10,-123.1404,49.207431
511,50758,Northbound Granville St @ W 70 Ave,010; N10,-123.14035,49.208885
512,50759,Northbound Granville St @ W 67 Ave,010; N10,-123.140317,49.211168
513,50760,Northbound Granville St @ W 64 Ave,010,-123.140212,49.213646
514,50761,Northbound Granville St @ W 62 Ave,010; N10,-123.140165,49.215299
515,50763,Northbound Granville St @ W 57 Ave,010; N10,-123.14,49.219694
516,50764,Northbound Granville St @ W 55 Ave,010; N10,-123.139943,49.221123
517,50765,Northbound Granville St @ W 53 Ave,010; N10,-123.139886,49.222949
518,50767,Northbound Granville St @ W 49 Ave,010; N10,-123.139703,49.227422
519,50769,Northbound Granville St @ W 46 Ave,010; N10,-123.139609,49.229985
520,50770,Northbound Granville St @ W 43 Ave,010; N10,-123.139507,49.232803
521,50771,Eastbound Kingsway @ Main St,008; 019; N19; N8,-123.100514,49.263824
522,50772,Eastbound E Broadway @ Kingsway,008; 009; N8; N9,-123.098055,49.262719
523,50773,Eastbound E Broadway @ Prince Edward St,008; 009; N8; N9,-123.095524,49.262454
524,50774,Eastbound E Broadway @ St. George St,008; 009; N8; N9,-123.092514,49.262402
525,50775,Southbound Fraser St @ E Broadway,008; N8,-123.089232,49.262021
526,50776,Southbound Fraser St @ E 11 Ave,008; N8,-123.089275,49.26032
527,50777,Southbound Fraser St @ E 13 Ave,008; N8,-123.089284,49.258479
528,50778,Southbound Fraser St @ E 16 Ave,008; N8,-123.090058,49.25611
529,50779,Southbound Fraser St @ E 19 Ave,008; N8,-123.090123,49.25348
530,50780,Southbound Fraser St @ E 21 Ave,008; N8,-123.090186,49.25162
531,50781,Southbound Fraser St @ E 23 Ave,008; N8,-123.090246,49.249808
532,50782,Southbound Fraser St @ E King Edward Ave,008; N8,-123.090273,49.248306
533,50783,Southbound Fraser St @ E 27 Ave,008; N8,-123.090308,49.246305
534,50784,Southbound Fraser St @ E 29 Ave,008; N8,-123.090388,49.244247
535,50786,Southbound Fraser St @ E 33 Ave,008; N8,-123.090476,49.239976
536,50787,Southbound Fraser St @ E 35 Ave,008; N8,-123.090514,49.238045
537,50788,Southbound Fraser St @ E 37 Ave,008; N8,-123.090613,49.236049
538,50789,Southbound Fraser St @ E 39 Ave,008; N8,-123.090651,49.234521
539,50790,Southbound Fraser St @ E 41 Ave,008; N8,-123.090705,49.232478
540,50791,Southbound Fraser St @ E 43 Ave,008; N8,-123.090713,49.230719
541,50792,Southbound Fraser St @ E 45 Ave,008; N8,-123.090762,49.228897
542,50793,Southbound Fraser St @ E 47 Ave,008; N8,-123.090813,49.227099
543,50794,Southbound Fraser St @ E 49 Ave,008; N8,-123.090918,49.225133
544,50795,Southbound Fraser St @ E 51 Ave,008; N8,-123.090958,49.223292
545,50796,Southbound Fraser St @ E 53 Ave,008; N8,-123.091,49.22148
546,50797,Southbound Fraser St @ E 55 Ave,008; N8,-123.091056,49.219642
547,50798,Southbound Fraser St @ E 57 Ave,008; N8,-123.091092,49.217937
548,50799,Southbound Fraser St @ E 59 Ave,008; N8,-123.091124,49.216234
549,50800,Southbound Fraser St @ E 61 Ave,008; N8,-123.091155,49.214571
550,50801,Southbound Fraser St @ E 63 Ave,008; N8,-123.091181,49.212749
551,50802,Southbound Fraser St @ E 65 Ave,008; N8,-123.091218,49.211508
552,50804,Eastbound W 41 Ave @ Oak St,R4,-123.126888,49.2338
553,50805,Southbound Oak St @ W 41 Ave,017; 041,-123.128231,49.233541
554,50806,Southbound Oak St @ W 43 Ave,017,-123.128278,49.231779
555,50807,Southbound Oak St @ W 46 Ave,017,-123.128376,49.229046
556,50808,Southbound Oak St @ W 49 Ave,017,-123.128478,49.22616
557,50810,Southbound Oak St @ W 54 Ave,017,-123.128635,49.221231
558,50811,Southbound Oak St @ W 57 Ave,017,-123.128765,49.218926
559,50812,Southbound Oak St @ W 59 Ave,017,-123.129581,49.216857
560,50813,Southbound Oak St @ Park Dr,017,-123.130177,49.214689
561,50815,Southbound Oak St @ W 67 Ave,017,-123.130325,49.21048
562,50816,Southbound Oak St @ W 70 Ave,017,-123.130386,49.208654
563,50819,Westbound SW Marine Dr @ Oak St,010; 100,-123.131063,49.20453
564,50820,Northbound Fraser St @ E 65 Ave,008; N8,-123.090933,49.212147
565,50821,Northbound Fraser St @ E 62 Ave,008; N8,-123.090903,49.214241
566,50822,Northbound Fraser St @ E 60 Ave,008; N8,-123.090881,49.215947
567,50824,Northbound Fraser St @ E 54 Ave,008; N8,-123.090756,49.22126
568,50825,Northbound Fraser St @ E 52 Ave,008; N8,-123.090707,49.223033
569,50827,Northbound Fraser St @ E 49 Ave,008; N8,-123.090643,49.225766
570,50828,Northbound Fraser St @ E 47 Ave,008; N8,-123.090596,49.227632
571,50829,Northbound Fraser St @ E 45 Ave,008; N8,-123.090556,49.229442
572,50830,Northbound Fraser St @ E 43 Ave,008; N8,-123.0905,49.231265
573,50831,Northbound Fraser St @ E 41 Ave,008; N8,-123.090406,49.233627
574,50832,Northbound Fraser St @ E 39 Ave,008; N8,-123.090364,49.235102
575,50833,Northbound Fraser St @ E 37 Ave,008; N8,-123.090324,49.236772
576,50834,Northbound Fraser St @ E 35 Ave,008; N8,-123.090274,49.23862
577,50835,Northbound Fraser St @ E 33 Ave,008; N8,-123.09022,49.240627
578,50838,Northbound Fraser St @ E 28 Ave,008; N8,-123.090107,49.245869
579,50840,Northbound Fraser St @ E King Edward Ave,008; N8,-123.089998,49.248973
580,50841,Northbound Fraser St @ E 22 Ave,008; N8,-123.089924,49.251282
581,50843,Northbound Fraser St @ E 17 Ave,008; N8,-123.089737,49.255774
582,50844,Northbound Fraser St @ E 14 Ave,008; N8,-123.089096,49.258292
583,50845,Northbound Fraser St @ E 12 Ave,008; N8,-123.089055,49.260077
584,50846,Northbound Fraser St @ E 10 Ave,008; N8,-123.08903,49.261837
585,50848,Westbound E Broadway @ St. George St,008; 009; N8; N9,-123.093535,49.262598
586,50849,Westbound E Broadway @ Prince Edward St,008; 009; N8; N9,-123.096513,49.262835
587,50850,Westbound E Broadway @ Scotia St,008; 009; 099; N8; N9,-123.098697,49.262926
588,50852,Westbound W Hastings St @ Richards St,003; 008; 014; 016; N20,-123.112367,49.284435
589,50853,Southbound Granville St @ W 41 Ave,010; 041; N10,-123.139775,49.233799
590,50854,Southbound Granville St @ W 43 Ave,010; N10,-123.139799,49.232098
591,50855,Southbound Granville St @ W 47 Ave,010; N10,-123.139921,49.228469
592,50856,Southbound Granville St @ W 49 Ave,010; 049; N10,-123.139991,49.226415
593,50857,Southbound Granville St @ W 52 Ave,010; N10,-123.140097,49.223822
594,50858,Southbound Granville St @ W 54 Ave,010; N10,-123.140195,49.221382
595,50859,Southbound Granville St @ W 57 Ave,010; N10,-123.140294,49.218967
596,50860,Southbound Granville St @ W 59 Ave,010; N10,-123.140361,49.217067
597,50861,Southbound Granville St @ W 61 Ave,010; N10,-123.140408,49.215526
598,50862,Southbound Granville St @ W 63 Ave,010; N10,-123.140485,49.213531
599,50863,Southbound Granville St @ W 65 Ave,010; N10,-123.140547,49.211828
600,50864,Southbound Granville St @ W 68 Ave,010; N10,-123.140672,49.209597
601,50865,Southbound Granville St @ W 70 Ave,010; N10,-123.140711,49.20811
602,50866,Southbound Granville St @ SW Marine Dr,010; N10,-123.140764,49.205733
603,50871,Eastbound W Broadway @ Fir St,009; N17,-123.140516,49.263525
604,50873,Eastbound W Broadway @ Willow St,009; N9,-123.121293,49.26323
605,50878,Eastbound E Broadway @ Ontario St,009; N9,-123.104471,49.262911
606,50880,Eastbound E Broadway @ Kingsway St,009; N9,-123.099816,49.262778
607,50883,Eastbound E Broadway @ St. Catherines St,009; N9,-123.084744,49.262351
608,50884,Eastbound E Broadway @ Glen Dr,009; N9,-123.080869,49.262322
609,50885,Eastbound E Broadway @ Clark Dr,009; N9,-123.076797,49.262269
610,50886,Eastbound E Broadway @ Woodland Dr,009; N9,-123.073194,49.262258
611,50888,Eastbound E Broadway @ Victoria Dr,009; N9,-123.065398,49.262171
612,50889,Eastbound E Broadway @ Lakewood Dr,009; N9,-123.061609,49.262171
613,50890,Eastbound E Broadway @ Garden Dr,009; N9,-123.057623,49.26213
614,50891,Eastbound E Broadway @ Nanaimo St,009; 099; N9,-123.055558,49.261889
615,50892,Eastbound E Broadway @ Penticton St,009; 027; 099; N9,-123.051333,49.261916
616,50893,Eastbound E Broadway @ Slocan St,009; 027; N9,-123.049151,49.261917
617,50894,Eastbound E Broadway @ Kaslo St,009; 027; N9,-123.046541,49.261906
618,50895,Eastbound E Broadway @ Renfrew St,009; 027; 099; N9,-123.043749,49.261812
619,50897,Eastbound E Broadway @ Nootka St,009; 027; N9,-123.039755,49.261793
620,50898,Eastbound E Broadway @ Lillooet St,009; 027; N9,-123.037407,49.261818
621,50899,Eastbound E Broadway @ Rupert St,009; 099; N9,-123.033192,49.261781
622,50900,Eastbound Lougheed Hwy @ Skeena St,009; N9,-123.027828,49.263759
623,50901,Lougheed Hwy @ Boundary Loop,009,-123.024843,49.265467
624,50902,Westbound Lougheed Hwy @ Skeena St,009; N9,-123.028889,49.263328
625,50903,Westbound E Broadway @ Cassiar St,009; N9,-123.031548,49.262053
626,50904,Westbound E Broadway @ Rupert St,009; 099; N9,-123.034312,49.262009
627,50905,Westbound E Broadway @ Windermere St,009; N9,-123.037125,49.261989
628,50907,Westbound E Broadway @ Renfrew St,009; 099; N9,-123.044962,49.262097
629,50908,Westbound E Broadway @ Slocan St,009; N9,-123.050045,49.262111
630,50909,Westbound E Broadway @ Penticton St,009; 099; N9,-123.051889,49.262111
631,50910,Westbound E Broadway @ Kamloops St,009; N9,-123.055187,49.262127
632,50911,Westbound E Broadway @ Lakewood Dr,009; N9,-123.062394,49.262356
633,50912,Westbound E Broadway @ Semlin Dr,009; N9,-123.064374,49.262384
634,50913,Commercial-Broadway Station @ Bay 5,099,-123.06875,49.262416
635,50914,Westbound E Broadway @ Woodland Dr,009; N9,-123.074067,49.262447
636,50915,Westbound E Broadway @ McLean Dr,009; N9,-123.07607,49.262487
637,50916,Westbound E Broadway @ Clark Dr,009; 099; N9,-123.078554,49.262499
638,50917,Westbound E Broadway @ Glen Dr,009; N9,-123.080761,49.262497
639,50918,Westbound E Broadway @ Windsor St,009; N9,-123.083724,49.262532
640,50919,Westbound E Broadway @ Prince Albert St,009; N9,-123.087643,49.262579
641,50920,Westbound W Broadway @ Ontario St,009; N9,-123.105291,49.263101
642,50921,Westbound W Broadway @ Columbia St,009; N9,-123.109868,49.263212
643,50924,Westbound W Broadway @ Ash St,009; N9,-123.118098,49.26336
644,50925,Westbound W Broadway @ Heather St,009; N9,-123.120227,49.263401
645,50926,Westbound W Broadway @ Willow St,009; N9,-123.122318,49.263433
646,50927,Westbound W 10 Ave @ Fir St,009,-123.14034,49.262724
647,50930,Eastbound W Hastings St @ Seymour St,014; 016; 020; N20; N35,-123.112551,49.284334
648,50931,Eastbound W Hastings St @ Homer St,014; 016; 020; N20; N35,-123.110546,49.283054
649,50932,Eastbound W Hastings St @ Abbott St,014; 016; 020; N20; N35,-123.10758,49.281983
650,50934,Eastbound E Hastings St @ Main St,014; 016; 020; N20; N35,-123.099034,49.281225
651,50935,Eastbound E Hastings St @ Gore Ave,014; 016; 020; N20; N35,-123.096763,49.281207
652,50936,Eastbound E Hastings St @ Jackson Ave,014; 016; 020; N20; N35,-123.092955,49.281112
653,50937,Eastbound E Hastings St @ Princess Ave,014; 016; 020; N20; N35,-123.090971,49.281081
654,50938,Eastbound E Hastings St @ Hawks Ave,014; 016; 020; N20; N35,-123.086654,49.281005
655,50939,Eastbound E Hastings St @ Campbell Ave,014; 016; 020; N20; N35,-123.084231,49.280957
656,50940,Eastbound E Hastings St @ Glen Dr,014; 016; 020; N20; N35,-123.08086,49.280904
657,50941,Eastbound E Hastings St @ Clark Dr,014; 016; 020; N20; N35,-123.076457,49.281195
658,50943,Eastbound E Hastings St @ Commercial Dr,014; 016; N35,-123.069698,49.28111
659,50944,Eastbound E Hastings St @ Victoria Dr,014; 016; N35,-123.064979,49.28108
660,50945,Eastbound E Hastings St @ Lakewood Dr,014; 016; N35,-123.061265,49.281063
661,50946,Eastbound E Hastings St @ Templeton Dr,014; 016; N35,-123.059289,49.281098
662,50947,Eastbound E Hastings St @ Nanaimo St,007; 014; 016; N35; R5,-123.055828,49.281059
663,50948,Eastbound E Hastings St @ Kamloops St,014; 016; N35,-123.054098,49.281035
664,50949,Eastbound E Hastings St @ Slocan St,014; 016; N35,-123.048668,49.281041
665,50950,Eastbound E Hastings St @ Kaslo St,014; 016; N35,-123.046243,49.281035
666,50951,Eastbound E Hastings St @ Renfrew St,014; N35; R5,-123.043299,49.281012
667,50952,Eastbound E Hastings St @ Lillooet St,014; N35,-123.038301,49.281041
668,50953,Eastbound E Hastings St @ Windermere St,014; N35,-123.035464,49.281027
669,50954,Eastbound E Hastings St @ Cassiar St,014; 028; 130; N35,-123.029969,49.281014
670,50955,Kootenay Loop @ Bay 5,014; R5,-123.026363,49.281385
671,50956,Westbound E Hastings St @ Skeena St,014; 028; 130; N35,-123.028984,49.281215
672,50957,Westbound E Hastings St @ Cassiar St,014; N35,-123.032823,49.281267
673,50958,Westbound E Hastings St @ Windermere St,014; N35,-123.036936,49.281219
674,50959,Westbound E Hastings St @ Renfrew St,N35; R5,-123.044631,49.281229
675,50960,Westbound E Hastings St @ Kaslo St,014; 016; N35,-123.047423,49.281226
676,50961,Westbound E Hastings St @ Penticton St,014; 016; N35,-123.052402,49.281228
677,50963,Commercial-Broadway Station @ Bay 2,020; N20,-123.069913,49.261929
678,50967,Southbound Victoria Diversion @ Commercial St,020; N20,-123.067594,49.253864
679,50968,Southbound Victoria Dr @ Victoria Diversion,020; N20,-123.066107,49.252727
680,50970,Southbound Victoria Dr @ E 22 Ave,020; N20,-123.065127,49.249893
681,50971,Southbound Victoria Dr @ E 26 Ave,020; N20,-123.065204,49.247318
682,50972,Eastbound W Georgia St @ Denman St,019; 240; 241; 246; 247; 250; 253; 254; 257; N24,-123.133397,49.292217
683,50973,Eastbound W Georgia St @ Broughton St,240; 241; 246; 247; 250; 253; 254; N24,-123.127919,49.288694
684,50974,Eastbound W Georgia St @ Bute St,240; 241; 246; 247; 250; 253; 254; N24,-123.124885,49.286717
685,50976,Eastbound W Georgia St @ Granville St,240; 241; 246; 247; 250; 253; 254; 257; N15; N19; N20; N22; N24; N35; N8,-123.118529,49.28264
686,50978,Westbound W Hastings St @ Granville St,R5,-123.113584,49.285242
687,50981,Oakridge-41st Ave Station @ Bay 1,015; N15,-123.116479,49.233099
688,50983,Southbound Cambie St @ W 45 Ave,015; N15,-123.116588,49.229514
689,50985,Langara-49th Station @ Bay 4,015; N15,-123.116731,49.225846
690,50986,Southbound Cambie St @ W 54 Ave,015; N15,-123.116906,49.221502
691,50987,Southbound Cambie St @ W 57 Ave,015; N15,-123.117011,49.218787
692,50988,Southbound Cambie St @ W 59 Ave,015; N15,-123.117102,49.216483
693,50990,Southbound Cambie St @ W 62 Ave,015; N15,-123.117204,49.213825
694,50992,Northbound Cambie St @ W 64 Ave,015; N15,-123.116832,49.212634
695,50994,Northbound Cambie St @ W 61 Ave,015; N15,-123.116683,49.215412
696,50995,Northbound Cambie St @ W 59 Ave,015; N15,-123.116608,49.217289
697,50996,Northbound Cambie St @ W 57 Ave,015; N15,-123.116528,49.219328
698,50997,Northbound Cambie St @ W 54 Ave,015; N15,-123.116425,49.22204
699,50999,Langara-49th Station @ Bay 1,015; N15,-123.116241,49.226473
700,51003,Northbound Cambie St @ W 42 Ave,015; N15,-123.115999,49.232875
701,51004,Northbound Seymour St @ Davie St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.124629,49.276811
702,51006,Northbound Seymour St @ Nelson St,004; 007; 010; 014; 016; 050; N10; N17; N9,-123.121579,49.278835
703,51008,Southbound Granville St @ W 45 Ave,010; N10,-123.139857,49.230342
704,51010,Westbound W 64 Ave @ Adera St,016,-123.144003,49.213261
705,51011,Northbound Angus Dr @ W 64 Ave,016,-123.148376,49.21358
706,51012,Northbound Angus Dr @ W 61 Ave,016,-123.148305,49.215648
707,51013,Northbound West Blvd @ W 60 Ave,016,-123.14921,49.217447
708,51014,Northbound West Blvd @ W 57 Ave,016,-123.150612,49.219817
709,51015,Northbound West Blvd @ W 54 Ave,016,-123.151884,49.221951
710,51016,Northbound West Blvd @ W 51 Ave,016,-123.15354,49.224765
711,51017,Northbound Arbutus St @ W 51 Ave,016,-123.155125,49.225393
712,51018,Northbound West Blvd @ W 49 Ave,016,-123.155196,49.227498
713,51019,Northbound West Blvd @ W 46 Ave,016,-123.155632,49.230145
714,51020,Northbound West Blvd @ W 45 Ave,016,-123.155603,49.231163
715,51021,Northbound West Blvd @ W 43 Ave,016,-123.155537,49.232961
716,51022,Northbound West Blvd @ W 41 Ave,016,-123.155429,49.2349
717,51023,Northbound West Blvd @ W 39 Ave,016,-123.155392,49.236779
718,51024,Northbound West Blvd @ W 37 Ave,016,-123.155335,49.238609
719,51026,Northbound Arbutus St @ Quilchena Cres,016,-123.153894,49.241393
720,51027,Northbound Arbutus St @ W 33 Ave,016,-123.153359,49.242436
721,51028,Northbound Arbutus St @ Valley Dr,016,-123.153186,49.245478
722,51029,Northbound Arbutus St @ Nanton Ave,016,-123.153085,49.247961
723,51030,Northbound Arbutus St @ W King Edward Ave,016,-123.152909,49.251937
724,51032,Northbound Arbutus St @ W 20 Ave,016,-123.15286,49.254791
725,51034,Northbound Arbutus St @ W 15 Ave,016,-123.152972,49.258543
726,51037,Southbound Renfrew St @ E Hastings St,016,-123.044219,49.280776
727,51038,Southbound Renfrew St @ E Georgia St,016,-123.044227,49.277967
728,51039,Southbound Renfrew St @ Venables St,016,-123.044245,49.276141
729,51040,Southbound Renfrew St @ William St,016,-123.044287,49.273888
730,51041,Southbound Renfrew St @ Kitchener St,016,-123.04431,49.271997
731,51042,Southbound Renfrew St @ E 1st Ave,016,-123.044397,49.269159
732,51043,Southbound Renfrew St @ E 4th Ave,016,-123.044405,49.266425
733,51044,Southbound Renfrew St @ E 5th Ave,016,-123.044419,49.265468
734,51045,Southbound Renfrew St @ E 8th Ave,016,-123.044459,49.262644
735,51046,Southbound Renfrew St @ E Broadway,016,-123.04446,49.261461
736,51048,Southbound Renfrew St @ Grandview Hwy,016,-123.044471,49.257863
737,51049,Southbound Renfrew St @ E 15 Ave,016,-123.044447,49.255993
738,51050,Southbound Renfrew St @ E 17 Ave,016,-123.044433,49.254177
739,51051,Southbound Renfrew St @ E 20 Ave,016,-123.044456,49.252041
740,51052,Southbound Boyd Diversion @ E 22 Ave,016,-123.044011,49.250326
741,51053,Southbound Nootka St @ E 25 Ave,016,-123.041717,49.247621
742,51054,Southbound Nootka St @ E 27 Ave,016,-123.041725,49.245935
743,51055,Westbound E 29 Ave @ Nootka St,016; 026,-123.042759,49.244625
744,51056,29th Avenue Station @ Bay 3,016,-123.044757,49.244134
745,51057,Southbound Earles St @ E 29 Ave,016; 026,-123.042637,49.244188
746,51058,Southbound Earles St @ Vanness Ave,016; 026,-123.043935,49.242853
747,51059,Southbound Earles St @ Euclid Ave,016; 026,-123.045765,49.240939
748,51060,Southbound Earles St @ Horley St,026,-123.047123,49.239532
749,51061,Northbound Earles St @ Kingsway,016; 026,-123.048391,49.238002
750,51062,Westbound Kingsway @ Earles St,016; 019; N19,-123.049127,49.237873
751,51065,Southbound Clarendon St @ E 38 Ave,029,-123.05558,49.235635
752,51066,Southbound Clarendon St @ E 40 Ave,029,-123.055616,49.233499
753,51067,Westbound E 41 Ave @ Clarendon St,041; R4,-123.055955,49.232902
754,51068,Westbound E 41 Ave @ Nanaimo St,041,-123.059252,49.232926
755,51069,Westbound E 41 Ave @ Gladstone St,041,-123.062675,49.232961
756,51070,Eastbound E 41 Ave @ Victoria Dr,041,-123.065972,49.232565
757,51071,Eastbound Kingsway @ Wales St,019; N19,-123.051416,49.238656
758,51072,Northbound Earles St @ Horley St,016; 026,-123.046457,49.23999
759,51073,Northbound Earles St @ Euclid Ave,016; 026,-123.045131,49.241376
760,51074,Northbound Earles St @ Kings Ave,016; 026,-123.043266,49.243327
761,51075,Northbound Nootka St @ E 26 Ave,016,-123.041531,49.247362
762,51076,Northbound Boyd Diversion @ Nootka St,016,-123.042078,49.249584
763,51077,Northbound Boyd Diversion @ E 22 Ave,016,-123.043622,49.250252
764,51078,Northbound Renfrew St @ E 21 Ave,016,-123.044204,49.251833
765,51079,Northbound Renfrew St @ E 17 Ave,016,-123.044228,49.254646
766,51080,Northbound Renfrew St @ E 16 Ave,016,-123.044185,49.255753
767,51081,Northbound Renfrew St @ Grandview Hwy,016,-123.044132,49.257532
768,51082,Renfrew Station @ Bay 3,016,-123.0441,49.259529
769,51083,Northbound Renfrew St @ E Broadway,016,-123.044105,49.262253
770,51084,Northbound Renfrew St @ E 7th Ave,016,-123.04414,49.264174
771,51085,Northbound Renfrew St @ E 5th Ave,016,-123.044136,49.266066
772,51086,Northbound Renfrew St @ E 3rd Ave,016,-123.044107,49.26794
773,51087,Northbound Renfrew St @ E 1st Ave,016,-123.044037,49.269832
774,51088,Northbound Renfrew St @ Grant St,016,-123.044039,49.271682
775,51089,Northbound Renfrew St @ Charles St,016,-123.044011,49.273636
776,51090,Northbound Renfrew St @ Venables St,016,-123.043972,49.276287
777,51091,Northbound Renfrew St @ E Georgia St,016,-123.043931,49.278605
778,51092,Northbound Renfrew St @ E Pender St,016,-123.043939,49.280484
779,51094,Southbound Arbutus St @ W 12 Ave,016,-123.153185,49.260673
780,51095,Southbound Arbutus St @ W 14 Ave,016,-123.153203,49.258823
781,51096,Southbound Arbutus St @ W 16 Ave,016,-123.153045,49.256894
782,51097,Southbound Arbutus St @ W 19 Ave,016,-123.153065,49.255057
783,51098,Southbound Arbutus St @ W 21 Ave,016,-123.153131,49.253174
